기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
에스디티,경력 5~8년,회사내규에 따름,"서울특별시 강남구 테헤란로44길5, 10층(대아빌딩)",딥러닝,프론트엔드 개발자,"['JavaScriptES6GitTypeScriptReactNuxt.jsHTML5Vue.jsCSS 3Next.js', 'KISTI 프로젝트 수행\n• 양자컴퓨팅 클라우드\n• 디지털 융합 R&D 플랫폼 활용 Science Application 등록 관리 서비스 개발\n\n(가칭) 양자 가상 실험실 개발\n• Web Portal 개발\n• 웹 기반 통합 개발 환경 구현', '• 프론트엔드 부분 5년 이상의 경력\n• React JS, NextJS를 이용한 서비스 개발 경험\n• Typescript 사용 가능\n• Git을 기반으로 하는 소스 코드 및 버전 관리\n• 컨테이너 기반의 배포 경험', '• 컴퓨터공학(전산학) 관련 전공\n• tailwind css, styled-component 라이브러리 사용 가능\n• react-query, zustand, react-hook-form 사용 가능\n• 기획, 디자인, 백엔드와 협력 경험']"
에스디티,경력 1~10년,회사내규에 따름,"서울특별시 강남구 테헤란로44길5, 10층(대아빌딩)",딥러닝,기업부설연구소 H/W 제품개발 엔지니어,"['OrcadHWPadsRFMCUPCB', '• Analog & Digtal H/W 회로 설계, Interface 회로설계, 전원 회로 설계 및 PCB 설계\n• 오실로 스코프등 계측기 사용하여 측정\n• 펌웨어 파트와 협업', '• 학력 : 학사 이상', '• KC인증 및 양산 유 경험자\n• 신뢰성 경험자\n• RF, IoT 모듈 유 경험자\n• 전자, 전파 등 관련학과']"
시니스트,경력 3~20년,회사내규에 따름,서울시 강남구 학동로 9길 33 시니스트빌딩 4층,딥러닝,"BI, 데이터분석 담당자","['RPythonSQL', '• 전사 통계, BI 기획 및 운영\n• 데이터 통합(DM, DW) 및 데이터 표준화 기획 및 운영\n• 요구사항을 기반 데이터 분석, 시각화 및 대시보드 기획 및 운영', '• 데이터 분석 관련 경력 3년 이상 \n• 사용자 분석을 통한 통계, BI 서비스 기획/개선 경력 3년 이상\n• 시각화 콘텐츠 기획 및 제작 경험 보유자', '• AARRR(Acquistion, Activation, Retention, Referral, Revenue)에 기반한 실행 ＞ 측정 ＞ 학습 ＞ 개선 사이클 경험자\n• 다양한 도메인(앱, 플랫폼 및 블록체인)의 데이터 분석 및 데이터 기반 의사결정 경험자\n• Python, R, SQL 등 프로그래밍 언어 1개 이상 사용가능자\n• 통계학, 데이터 시각화 관련 전공자\n• 통계,BI 프로젝트 PM 유경험자']"
모빌린트,경력신입~20년,회사내규에 따름,경기 성남시 수정구 창업로 42 경기기업성장센터 1층 시스템반도체 설계지원센터,딥러닝,[전문연구원 가능] SoC Design Engineer,"['ASICJavac++PythonVerilogFPGAcEDA', '• RTL 설계 및 검증 (Top, Block, IP level)\n• Interface, Power management, Clocking 등을 위한 RTL 개발\n• 다양한 레벨의 IP/SoC 디자인에 대한 Verification', '• 전자공학 학사 이상 학위 소유자\n• Standard HDLs(Verilog, SystemVerilog 등) 활용이 능숙하신 분\n• SoC 및 Bus Architecture에 대한 이해도가 높으신 분\n• RTL design 및 검증 방법론에 대한 이해도가 높으신 분\n• 스크립트 언어(Python, Tcl, Perl 등) 활용이 능숙하신 분', '• 3년 이상의 RTL design 또는 RTL verification 경력이 있으신 분\n• SoC 설계 및 생산 전반에 대한 경험이 있으신 분\n• 프로그래밍 언어(C/C++, JAVA 등) 활용이 능숙하신 분\n• High speed interface에 대한 경험이 있으신 분\n• FPGA 또는 ASIC 개발 경험이 있으신 분\n• 디자인하우스, RTL 설계회사 경력이 있으신 분']"
아이브,경력 1~2년,회사내규에 따름,서울 서초구 남부순환로356길 89,딥러닝,제어SW Junior 개발자,"['GitNode.jsC++CWindows', '• PC 기반 제어 시스템 소프트웨어 설계 및 개발\n• 하드웨어와의 인터페이스 개발 및 통신 프로토콜 구현\n• 멀티스레드 및 시스템 프로그래밍\n• 다양한 플랫폼 및 하드웨어에 대한 소프트웨어 통합\n• 기술 문서 작성 및 유지관리\n• 시스템 구동 sequence 개발 및 module화\n• 선임 개발자 및 팀과 협력하여 프로젝트 수행', '• 경력 2년 미만\n• 컴퓨터/전자 공학 또는 관련 분야의 학사 학위\n• 프로그래밍 언어(C/C++)에 대한 이해\n• 기본적인 소프트웨어 개발 및 디버깅 능력\n• 팀워크 및 커뮤니케이션 능력\n• 기본적인 버전 관리 시스템(Git 등) 이해 및 사용 능력', '• PC 기반 제어 시스템 개발 경험\n• 학교 프로젝트나 인턴십을 통한 관련 분야 경험\n• 알고리즘 및 자료구조에 대한 강한 이해\n• 다양한 device(통신, board, robot) 연동 경험\t\t']"
아이코어,경력신입~3년,회사내규에 따름,경기도 안양시 동안구 엘에스로116번길 25-32 1043호,딥러닝,"머신비전 임베디드 개발자 (펌웨어, FPGA)","['FWEmbeddedFPGAVHDLVerilog', '• FPGA RTL 설계\n• 영상 솔루션 개발을 위한 디지털 로직 설계\n• 이미지 센서 제어 및 영상 입출력 제어', '• VHDL or Verilog 코딩 설계 툴 활용 능력을 보유하신 분\n• 전문연구요원 가능', '• 영상처리에 대한 지식 및 이해가 있으신 분\n• VHDL or Verilog 코딩 설계 툴 활용 능력을 보유하신 분\n• CMOS 이미지 센서 인터페이스 개발 경험하신 분\n• RTL 합성 및 Timing 분석 능력 보유하신 분']"
아이코어,경력신입~3년,회사내규에 따름,경기도 안양시 동안구 엘에스로116번길 25-32 1043호,딥러닝,머신비전 하드웨어 개발자,"['HWPCB', '• 아날로그/디지털 회로설계\n• 개발 제품 테스트 및 디버깅\n• PCB 설계\n• 생산지원', '• 전기/전자공학 계열 전공하신 분\n• 전문연구요원 가능', '• 전자회로 및 이미지 센서에 대한 지식을 갖추신 분\n• 전자부품에 대한 이해가 있으신 분\n• 유관업무 및 프로젝트 경험해 보신 분']"
엠디에스테크,경력 1~5년,회사내규에 따름,경기 성남시 분당구 대왕판교로644번길 49 DTC타워 9층,딥러닝,[MDS테크] NVIDIA AI 플랫폼 기술지원 FAE,"['C++PythonC', '• Jetson Series & 3rd Party Items에 대한 신규 고객의 기술지원 및 솔루션 컨설팅\n• 기술문서 관리 및 업데이트\n• NVIDIA AI 플랫폼 사용자 교육 및 교육 컨텐츠 개발', '• 대졸 4년제 이상(예정자 포함)\n• 컴퓨터 / 정보통신 / 기계공학 / 전자공학(공학계열) 전공자\n• IT 서비스 기술지원 업무 이해자\n• 머신비전 혹은 딥러닝 개발참여 경력\n• C/C++ 및 Python 프로그래밍 필수\n• 리눅스 환경 소프트웨어 개발 경험자', '• 센서 데이터 처리/분석 관련 경험자\n• 인공지능 경연대회 및 해커톤 참여 경험자\n• 인공지능에 대한 기본적인 이해 및 프레임워크를 활용한 이미지처리 경험자\n• 카메라 영상 데이터 처리 및 이미지 프로세싱 개발 경험자\n• 딥러닝 프레임워크 사용 경험(TensorFlow, PyTorch 등)\n• ARM 계열 시스템에서 SW 개발 혹은 프로젝트 경험자\n• Jetson 혹은 TensorRT 등 NVIDIA의 엣지 플랫폼 활용 경험자']"
아이브,경력 1~2년,회사내규에 따름,서울 서초구 남부순환로356길 89,딥러닝,Vision System SW Junior 개발자,"['SWC++C', '• Vision 소프트웨어 설계 및 개발\n• 하드웨어와(camera등) 의 인터페이스 개발 및 통신 프로토콜 구현\n• 멀티스레드 및 시스템 프로그래밍\n• 다양한 플랫폼 및 하드웨어에 대한 소프트웨어 통합\n• 기술 문서 작성 및 유지관리\n• 선임 개발자 및 팀과 협력하여 프로젝트 수행', '• 경력 2년 미만\n• 컴퓨터/전자 공학 또는 관련 분야의 학사 이상 학위\n• 프로그래밍 언어(C/C++)에 대한 이해\n• 기본적인 소프트웨어 개발 및 디버깅 능력\n• 팀워크 및 커뮤니케이션 능력\n• 기본적인 버전 관리 시스템(Git 등) 이해 및 사용 능력', '• 컴퓨터/전자 공학 또는 관련 분야에서 학사 학위 이상 소지자\n• 컴퓨터 비전, 이미지 처리, 머신 러닝 분야에서의 경험자\n• 학교 프로젝트나 인턴십을 통한 관련 분야 경험자\n• 알고리즘 및 자료구조에 대한 이해도가 높은자\n• C/C++, Javascript, Python 등 프로그래밍 언어 능숙자\n• 다양한 device(camera, board, controller) 연동 경험']"
아이브,경력 1~4년,회사내규에 따름,서울 서초구 남부순환로356길 89,딥러닝,검사 자동화장비 제어 파트 채용,"['PLCHW', '• 제어 Sequence 작성 및 동작 검증  \n• Digital I/O 및 Motion 제어\n• 통신을 사용한 주변 기기 제어(Vision, 계측기 등)\n• 현장 Setup 및 안정화\t\t\t\t\t\t', '• 경력 1~4년\n• Sensor 및 Digital I/O에 대한 이해\n• Pneumatic Cylinder, Servo Motor 등에 대한 이해\n• 자동화 설비 제어 및 Setup 경험\n• 제어 Sequence 설계 및 작성 경험\n• PLC 또는 PC 제어 경험', '• 현장 이슈에 대한 해결 경험\n• 다관절 Robot 제어 및 프로그램 경험\n• 검사 자동화 장비 경험\t\t\t']"
뷰온,경력 4~13년,회사내규에 따름,서울 금천구 가산디지털1로 128 806~808호,딥러닝,LabVIEW 프로그래머 모집,"['labviewSW', '• 검사장비 프로그램 개발\n• 응용 소프트웨어 개발 및 설계', '• 경력 (4년~13년)(대리 ~ 차장급)', '• LabVIEW CLD이상 자격증 보유자\n• 머신비전 검사 업종 근무경력자\n• 해외 출장 유경험자\n• 소통을 통한 업무 협업 능력과 책임감이 높은 분']"
뷰온,경력 3~13년,회사내규에 따름,서울 금천구 가산디지털1로 128 806~808호,딥러닝,C# C++ 개발자 (시스템/장비/자동제어/머신비전),"['OpenCVC++SWC#', '• 응용 소프트웨어 개발 설계', '• 경력 : 3년 이상 (c# , C++개발자)\n• 직급 : 대리 ~ 차장', '• C#, C++ 응용프로그램 개발 숙련자 우대\n• V-Pro, Halcon, Matrox, Open CV 등 영상처리 알고리즘 \n• 숙련자 우대\n• 머신비전 관련분야 경력자 우대']"
에이클시스템,경력 5~20년,회사내규에 따름,"서울 성동구 성수이로10길 14, 702호",딥러닝,"NVR, VMS 설계 및 개발자 모집","['C++', '• VMS, NVR 설계 /개발\n• 리눅스 SW 개발', '• C++ 프로그래밍 능력\n• NVR, VMS 연구 설계 및 개발 경력', '• AI 영상분석 개발 경험\n• 정보처리기사 자격증 소지']"
라온로드,경력신입~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723B동 406-1호,딥러닝,프론트엔드 신입 및 경력,"['JavaScriptES6three.jsReactHTML5Vue.jsWebGLCSS 3AngularJS', '• 솔루션 UI 개발\n• Vue, React를 활용한 서비스\n• GIS를 활용한 디지털트윈\n• Three.js, WebGL을 활용한 메타버스\n• 기타 웹 서비스 개발', '• HTML, CSS, javascript 익숙한 분\n• Vue, React, Angular 등의 개발 및 운영 경험 있는 분\n• javascript ES6 이상 사용에 익숙하신분\n• HTML5에대한 이해와 개발 경험이 있으신분', '• 관련학과 전공자\n• linux 환경에서 개발 또는 서비스 운영 경험이 있으신 분\n• three.js, WebGL 등 3d 관련 경험이 있으신 분\n• GIS에대한 이해가 깊고 개발경험이 있으신 분\n• BackEnd 에대한 이해가 깊고 협업 경험이 있으신 분']"
라온로드,경력신입~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723B동 406-1호,딥러닝,서버/백엔드 신입 및 경력,"['MySQLREST APINode.jsC++JavaMSSQLPythonOracleGoPostgreSQL', '• Golang 또는 C++을 활용한 솔루션 개발\n• 솔루션 Restful API 개발\n• TCP/UDP/WS 등 통신 관련 개발\n• 데이터 처리 및 DB\n• 웹 서비스 개발', '• 신입 또는 웹개발 경력 2년 이상\n• go, python, java, NodeJs, c++ 중 한 개 이상 언어를 원활하게 사용할 수 있는 분\n• Oracle, MSSQL, mysql, Postgresql 중 1개 이상의 RDB를 원활하게 사용할 수 있는 분\n• docker, Kubernetes, kafka, redis 사용경험 ', '• 관련학과 전공자\n• 개발자 교육과정을 이수하신 분\n• Linux 환경에서 개발 도는 서비스 운영 겸험이 있으신 분\n• 네트워크, 보안에 대한 이해가 있으신 분\n• 로드벨런싱에 대한 이해가 있으신 분\n• FrontEnd에 개발 경험 또는 이해가 깊으신 분']"
라온로드,경력신입~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723B동 406-1호,딥러닝,HW/임베디드 신입 및 경력,"['FFMPEGHWOpenCVLinuxC++Embedded', '• Linux 기반, Jetson 기반 영상처리 솔루션 개발\n• 응용서버/임베디드 시스템\n• 영상처리 솔루션 개발', '• Linux기반, Jetson tx2, nano, xavier, orin 등의 임베디드 환경에서 솔루션 개발 및 배포 경험\n• C++ 언어에 능숙한 개발자\n• 영상처리, OpenCV 개발 경험\n• FFMPEG, gStreamer 프로그램 개발 경험', '• Modern c++(11이상) 사용을 지향하시는 분\n• 경량화 관련 데이터 파이프라인 개발, 개선 경험이 있으신 분\n• GPU, CUDA 프로그래밍 경험하신 분\n• DB(Maria, Mysql, Redis 등) 사용 경험이 있으신 분']"
라온로드,경력신입~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723B동 406-1호,딥러닝,SW/솔루션 신입 및 경력,"['FFMPEGOpenCVLinuxC++Windows', '• Linux 기반, window 기반 영상처리 솔루션 개발\n• 응용서버/산업PC 등환경의 솔루션 개발\n• 영상처리 솔루션 개발', '• C++ 언어에 능숙한 개발자\n• 영상처리, OpenCV 개발 경험\n• FFMPEG, gStreamer 프로그램 개발 경험', '• Multi Thread 프로그래밍에 능숙하신 분\n• Modern c++(11이상) 사용을 지향하시는 분\n• 대용량 데이터 처리 및 데이터 파이프라인 개발, 개선 경험이 있으신 분\n• GPU, CUDA 프로그래밍 경험하신 분\n• DB(Maria, Mysql, Redis 등) 사용 경험이 있으신 분\n• Python / 텐서플로, 케라스, 파이토치 등을 활용한 인공지능 관련 프로그래밍 경험이 있으신 분\n• CNN, RNN등 뉴럴네트워크 에 대한 이해가 있거나 경험해 보신 분\t']"
아이엠에스커넥트,경력신입~9년,회사내규에 따름,"서울특별시 광진구 아차산로355, 305",딥러닝,"차량용 IoT 단말기 검증, 테스트 부문 (QA)","['EmbeddedQA', '• 차량용 IoT 단말기 관리 (업데이트, 불량 분석, 이슈 관리 등)\n• 차량용 IoT 단말기 검증 (테스트 케이스 작성 및 수행, 테스트 계획 및 진행 사항 관리 등)\n• 차량용 IoT 단말기 데이터 분석\n• 차량용 IoT 단말기 장착, 탈거, 유지보수 지원 등\n• 협력사 관리 및 기술 교육', '• 경력 : 무관 (신입 지원 가능)\n• IoT 기기 테스트케이스 개발 및 테스트 수행 경험자\n• 운전면허 소지자', '• 자동차 및 모빌리티 관련 업무 경험자\n• 자동차 분야 데이터 검증 경험자\n• 임베디드 단말기 검증 관련 경험자\n• FMS (차량관제서비스) 업무 경험자\n• 차량 CAN통신 및 OBD 관련 업무 경험자\n• 자동차 정비기능사']"
아이엠에스커넥트,경력 3~9년,회사내규에 따름,"서울특별시 광진구 아차산로355, 305",딥러닝,[FMS] 백엔드 개발(3년 이상),"['GitREST APISpring BootKafkaJavaPython', '• 차량 IOT 센서로부터 수집된 빅 데이터를 수집,가공 시스템 안정화\n• 차량 관제 서비스 유지보수 개발\n• 빅데이터를 이용한 신규 서비스 개발', '• java/ springboot/ jpa 기반 개발 3년 이상\n• Rest API 개발 경험\n• git, ci/cd 사용 경험', '• kubernetes 사용 경험\n• kafka, mqtt 사용 경험\n• react js 개발 경험\n• python (pandas, numpy) 사용 경험']"
카카오브레인,경력 2~12년,회사내규에 따름,"경기 성남시 분당구 판교역로 152, 12층 카카오브레인",딥러닝,[kakaobrain] Backend Engineer(MM사업),"['AI/인공지능C++MachineLearningKubernetesNLPDeepLearningPythonCGo', '• Vision, NLP, 음성 등 AI 기술 연구 결과를 기반으로 한 서비스 개발 및 운영\n• 클라우드 기반 서비스 백엔드 설계 및 개발\n• 대용량/실시간 처리를 위한 분산/병렬 처리 시스템 개발\n• 대규모 데이터의 색인/검색에 필요한 기술 개발\n• 머신러닝, 딥러닝을 위한 학습 데이터 수집/정제/관리 시스템 개발', '• 경력 2년 이상\n• 네트워크 및 분산 시스템에 대한 이해와 리눅스 기반의 백엔드 시스템 개발 경험 있으신 분\n• Kubernetes를 이용하여 서비스를 개발하고 운영해 보신 분\n• 개발 프로세스에 대한 이해를 바탕으로 원활한 협업이 가능하신 분\n• C/C++, Python, Go 언어중 1개 이상의 언어에 능숙하신 분', '• 이미지, 카메라, 비디오 등 비전관련 개발 경험 있으신 분\n• 머신러닝 백엔드 시스템 개발 경험 있으신 분\n• GPU 클라우드 및 서비스 플랫폼 경험 있으신 분\n• 대규모, 대량 트래픽 처리 경험이 있으신 분\n• 대규모 분산/병렬 처리 경험 있으신 분\n• 수평적 커뮤니케이션 및 각종 커뮤니케이션 Tool(슬랙, 노션)사용에 익숙하신 분']"
이랜드이노플,경력 3~7년,회사내규에 따름,"서울 금천구 가산디지털1로 88, 17, 18층",딥러닝,"Data Engineer (Python, SQL)","['PythonSQL', '[Data Science팀 소개]\nData Science팀은 이랜드 그룹 내/외부 고객을 대상으로, 데이터 기반 인사이트를 도출하여 비즈니스 프로세스 개선 및 차별화된 전략 수립에 기여하고 있습니다. 데이터 수집, 전처리, 시각화, 예측 모델링 및 최적화, 데이터 컨설팅 등의 다양한 작업을 수행하고 있으며, 머신러닝 및 딥러닝 알고리즘을 적용하여 복잡한 문제를 해결 합니다. 그 동안 축적한 레퍼런스를 기반으로 빅데이터 기반 트렌드 분석 서비스의 출시를 준비하고 있습니다.\n\n\n[주요업무]\n""데이터 분석을 위한 데이터 파이프라인을 전반적으로 구축/관리하는 직무입니다. \n웹 크롤링, 데이터 파이프라인 관리, DW 적재 등 데이터의 수집부터 가공, 적재 전 과정을 수행합니다.""\t\t\t\t\t\t\t\t\t\n\n• 소셜미디어 및 웹사이트 크롤링과 API 기반의 데이터 수집 개발/관리\t\t\t\t\t\t\t\t\t\n• Airflow를 통한 데이터 파이프라인 관리 및 ETL', '• Python, SQL 사용에 능숙하신 분\n• ETL 경험 및 스스로 데이터 아키텍처 설계가 가능한 분\n• 대량의 웹 크롤링 경험이 있으신 분', '• Airflow, Kafka, ElasticStack, 클라우드 기반 프로젝트 경험\n• AI/ML 서비스를 경험했거나 MLOps에 관심이 있는 분\n• 혼자가 아닌 함께 프로젝트를 진행하며 후배를 양성하는 의지와 관심이 있으신 분\n• 주체적으로 일을 진행하고 패션, 유통 비즈니스적 관점이 있으신 분']"
알체라,경력 5~20년,회사내규에 따름,경기 성남시 분당구 판교로256번길 25 GB2빌딩 C동 7층,딥러닝,"SW Packing, SDK engineer","['Android OSC++SWLinuxiOSC', '• 딥러닝 솔루션의 SDK 요소 설계, 개발 및 최적화\n• 영상 분석 핵심요소의 정의\n• 정의된 핵심요소를 바탕으로한 SDK 구성(함수, 인터페이스 등)의 설계 및 최적화', '• 학력: 대졸 이상\n• 전공: 컴퓨터공학 및 유관 전공자\n• 경력: SDK 관련 직무 5년 이상\n• 표준함수와 SW 인터페이스(C/C++, Cross-platform 요소 등)의 설계 가능자\n• Computer Vision 요소를 활용한 개발 경험자\n• C++을 활용한 영상처리 경험자 \n• 분산처리, 병렬처리 경험자\n• Linux를 활용한 프로젝트 경험자', '• 컴퓨터공학 및 유관 전공 석사이상\n• 영상처리 프로젝트로 SCI급 논문을 작성해보신 분\n• 다양한 Cross-platform 프로젝트 경험자 \n• IOS-AOS API/Solution의 상호 포팅 경험자']"
인터엑스,경력 2~10년,회사내규에 따름,"울산광역시 중구 종가6길 7, 10층(혁신 더테라스)",딥러닝,[울산] 영상처리 개발자 (Python),"['REST APILinuxNGINXPython', '[함께하시면 맡게 될 업무입니다!]\n• IP 카메라, USB 카메라, CCTV 등 딥러닝 처리된 각 실시간 카메라 영상 웹 브라우저 화면에 송출\n• 다중 카메라 CCTV 시스템 개발\n• 자사 서비스 서버 메모리 관리 및 컴퓨팅 자원 사용 최적화\n• Linux 운영체제 자동화 적용\n• 웹에서 실시간 카메라 모니터링 기능 개발\n• 각종 명령어 및 프로그램 설치 자동화\n• Python – Fast API 기반의 API 서버 개발 \n• 제조 산업에서뿐만 아니라 누구나 쉽게 AI 모델을 생성할 수 있는 자율 AI 학습 서비스의 백엔드 개발\n• 확장성, 안정성, 완결성을 고려한 서비스의 설계 및 구현\n• 서비스 유지 및 보수', '[이런 분이 필요해요!]\n• 파이썬 백엔드 개발 경력 2년 이상\n• Nginx, Apache 등 웹서버 구축, 최적화 경험이 있으신 분\n• 리눅스 환경에 친화적이신 분', '[이런 분이면 더욱 좋아요!] \n• 최신 백엔드 기술에 대한 이해와 빠른 습득 능력을 갖춘 분\n• REST API 디자인에 대한 좋은 직관이 있으신 분\n• 유저가 겪는 문제점을 찾고 기술로 해결하는데 관심 있는 분\n• 주도적으로 일을 만들고, 책임감 있게 리드하시는 분\n• 다른 직군과 함께 문제를 정의하고 해결책을 찾을 수 있는 분']"
로민,경력 5~10년,회사내규에 따름,"서울 서초구 방배천로2길 10 7층, 로민",딥러닝,백엔드 엔지니어,"['GCPLinuxFastAPIAWSPythonDockerCircleCIPostgreSQL', '• 로민의 백엔드 아키텍처 설계, 구현 및 운영\n• 대용량 RESTful API를 처리할 수 있는 서버의 구축\n• 딥러닝 기반의 인공지능 모델 serving을 위한 효율화 및 최적화\n• 빌드/배포 자동화 파이프라인 구축\n• 로그 모니터링을 통한 장애 감지 및 대응', '• 백엔드 개발 경력이 5년 이상이거나 그에 준하는 역량을 보유하신 분\n• Python 개발에 흥미가 있는 분을 찾습니다.\n• 각종 협업 도구에 익숙하고 새로운 툴을 사용하는데 적극적인 분\n• 처음 해보는 일도 당황하지 않고 침착하게 해결할 수 있는 문제해결 능력이 있는 분을 찾습니다.\n• 함께 서비스를 만드는 동료들과의 원할한 커뮤니케이션이 가능하신 분을 찾습니다.\n• 본인이 구현한 코드, 업무의 진행 상황 및 결과 등을 정확하고 체계적으로 문서화할 수 있는 능력이 있는 분\n• 이공계(전공 무관) 학사 이상이신 분', '• 백엔드, 서버 개발 및 RESTful API 경험이 있으신 분이면 좋습니다.\n• 리눅스 개발 환경과 Git, Docker 등 기본적인 개발 도구 사용이 익숙한 분이면 좋습니다.\n• AWS, GCP 등의 클라우드 활용 능력 및 경험을 보유하신 분이면 좋습니다.\n• 테스트 구축, 지속적인 구조 개선 경험을 가진 분이면 좋습니다.\n• Kubernetes, istio, helm 사용 경험이 있으신 분이면 좋습니다.']"
파수,경력 5~10년,회사내규에 따름,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비즈니스타워 6층/17층,딥러닝,빅데이터 처리 시스템 개발,"['HadoopC++LinuxNoSqlFlaskSparkPythonCNumPyPandas', '파수의 데이터 기반 제품(AnalyticDID, RiskView 등)의 수집, 저장, 분석 등 데이터 라이프사이클 관련 시스템을 개발합니다.\n대용량 데이터를 가공 처리하고 딥러닝 시스템의 입출력 데이터를 관리하는 솔루션을 개발합니다.\n빅데이터 시스템들, 데이터베이스 시스템들과 연계 처리 모듈을 개발합니다.\n\n• 대용량 파일의 결합, 가명 처리, 통계 기반 익명 처리 시스템 개발\n• 인공 지능 기반 분석에 사용될 훈련 및 서빙 시스템 개발\n• PC 등 개인 기기 로그 데이터 수집, 저장 및 분석 시스템 개발\n• Hadoop, Hive, Spark 등 빅데이터 시스템 및 각종 데이터베이스 시스템과 데이터 연계 처리 솔루션 개발', '• 경력 요건: 빅데이터 처리 개발 3년 이상\n• 파이썬 (Flask, Numpy/Pandas 등) 개발 경험\n• 빅데이터 관련 개발 경험 (Hadoop MR, Hive, Spark, NoSQL 등)\n• 고성능, 대용량 처리 경험', '• Deep Learning Pipeline과 Map Reduce에 대한 학습 의지\n• 리눅스 C/C++, Rust 등 시스템 프로그래밍 경험\n• 통계 처리 혹은 암호화 처리 경험\n• 네트워크 프로그래밍 경험']"
넥서스커뮤니티,경력 7~20년,회사내규에 따름,서울 영등포구 여의대로 108 파크원 타워2 19층,딥러닝,STT/LLM 모델 연구 및 개발자 채용,"['LinuxDeepLearningNLPPython', '• STT/LLM 모델 연구 및 개발\t\t\t\t\t\t\t\t\t\n• 모델 REST API 연구 및 개발\t\t\t\t\t\t\t\t\t\n• 신규 모델 연구 및 개발\t\t\t\t\t\t\t\t\t\n• 유지보수\t\t\t\t\t\t\t\t\t\n', '• Python 프로그래밍 언어 / 딥러닝 프레임워크\t\t\t\t\t\t\t\t\t\n• LINUX 환경 능숙자 / NLP 처리 경험\t\t\t\t\t\t\t\t\t\n• DRF\t\t\t\t\t\t\t\t\t\n• LLM 모델 사용 경험\t\t\t\t\t\t\t\t\t\n• DB\xa0데이터 처리 능숙\t\t\t\t\t\t\t\t\t\n• 데이터 파이프 라인 개발 경험\t\t\t\t\t\t\t\t\t', '• LLM 파인튜닝 경력\t\t\t\t\t\t\t\t\t\n• STT 음성인식 파인 튜닝 및 개발 경력']"
토페스,경력 5~7년,회사내규에 따름,경기도 남양주시 화도읍 녹촌로106번길 31,딥러닝,소프트웨어 개발자,"['C++SWJavaPythonC#Mfc', '• 응용 소프트웨어 개발\n• 당사의 기존 시스템 유지보수\n• 연구과제/시범사업 R&D 참여\n• 영상/센서 분야 관련 알고리즘 연구 및 개발\n• 윈도우 기반 GUI 프로그램', '• 컴퓨터공학/프로그램 등 공학계열 전공자 학사 이상\n• C, C++, C#, WPF, Python 언어 등 개발\n• JAVA, MFC, VB 언어 중 1가지 이상 분석 및 SM(System Management) 업무\n• DataBase , TCP/IP 소켓 프로그래밍 개발\n• Front-End/Back-End 개발\n• 웹 어플리케이션 서버 개발/운영 개발\n• 5년 이상의 경력 보유자', '• 정보처리기사/산업기사 자격증 소지자\n• 딥러닝 솔루션 개발 및 고도화\n->  영상처리/머신러닝/딥러닝 관련 개발 경험자\n->  딥러닝 기반 객체인식 기술 개발 및 최적화\n->  딥러닝 인공지능 알고리즘 구현 경험자\n- 개발 프로젝트 실무 경험 우대\n  -> TCP, UDP, HTTP, Serial 등 경험\n  -> Oracle, MS-SQL, MariaDB 등 경험\n  -> UI/UX(DevExpress, Report, Chart 등) 관련 경험\n  -> 프로젝트 설계(PL) 경험\n  -> 형상관리를 활용한 프로젝트 협업 경험\n  -> Third Party 개발 경험\n-> API 및 오픈소스 경험\n-> 리눅스 기반 개발 경험\n-> 협업 및 형상관리(Git, SVN) 경험']"
알세미,경력신입~5년,회사내규에 따름,서울특별시 강남구 봉은사로78길 16,딥러닝,[병역특례] 시뮬레이션 개발자(전문연구요원 - 보충역/전직자),"['C++SPICEPythonCEDA', '• Neural compact model과 시뮬레이터를 연결하는 인터페이스 개발\n• Neural compact model을 보완하는 수치 해석 기법 개발\n• Neural compact model을 위한 SPICE 시뮬레이터 개발', '• 수치해석 및 프로그래밍 관련 분야 석사 이상 (물리, 통계, 수학, 컴퓨터 공학 등)\n• 중급 이상의 C/C++ skill\n• 새로운 기술 습득 및 도입에 적극적인 태도\n• 뛰어난 구두 및 서면 커뮤니케이션 능력', '• 수치해석 관련 연구 경험\n• 머신러닝과 딥러닝 연구 경험\n• 리눅스 기반 library system 개발 경험\n• Rust 프로그래밍 경험']"
알세미,경력신입~5년,회사내규에 따름,서울특별시 강남구 봉은사로78길 16,딥러닝,시뮬레이션 개발자 (주니어),"['C++SPICEPythonCEDA', '• Neural compact model과 시뮬레이터를 연결하는 인터페이스 개발\n• Neural compact model을 보완하는 수치 해석 기법 개발\n• Neural compact model을 위한 SPICE 시뮬레이터 개발', '• 수치해석 및 프로그래밍 관련 분야 석사 이상 (물리, 통계, 수학, 컴퓨터 공학 등)\n• 중급 이상의 C/C++ skill\n• 새로운 기술 습득 및 도입에 적극적인 태도\n• 뛰어난 구두 및 서면 커뮤니케이션 능력', '• 수치해석 관련 연구 경험\n• 머신러닝과 딥러닝 연구 경험\n• 리눅스 기반 library system 개발 경험\n• Rust 프로그래밍 경험']"
