기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량,인덱스,키워드추출
알지티,경력 3~10년,회사내규에 따름,서울 금천구 디지털로10길 78 10층 1009호,로봇제어,"• 지도에서 효율적이고 안전한 global path planning 알고리즘 개발
• 복잡하고 역동적인 환경에서 작동할 수 있는 local path planning 알고리즘 개발","[GitROSC++SWPython, • Navigation 관련 분야 석사 혹은 박사 학위 소유자\n• ISO13482 인증 경험자 우대\n• AMR or 자율주행로봇 (라인트레이서 제외)개발 경험자\n• ROS2 가능자\n• 열정적인 모습으로 팀원들에게 동기 부여를 줄 수 있는 분]",804,"['학위', '박사', '석사']"
알지티,경력 3~4년,회사내규에 따름,서울 금천구 디지털로10길 78 10층 1009호,로봇제어,• 복잡하고 역동적인 환경에서 작동할 수 있는 다중 자율 주행 로봇 알고리즘을 설계 및 개발,"[C++LinuxROSSWPythonC, • navigation관련 석사 혹은 박사 학위 수여자\n• 영어가능자\n• ISO13482 인증 경험자 우대\n• AMR(Autonomous Mobile Robot) or 자율주행로봇(라인트레이서 제외) 개발 경험자\n• ROS2 가능자\n• 열정적인 모습으로 팀원들에게 동기 부여를 줄 수 있는 분\n• 외국어 : OPIc IL 이상\n• 전공 : 기계·메카트로닉스·로봇, 응용소프트웨어공학, 제어계측공학",805,"['C++', '학위', '박사', '로봇', '석사', 'C']"
에프엠,경력 3~10년,회사내규에 따름,충북 청주시 흥덕구 오송읍 오송생명10로 47,로봇제어,"• 해안 감시용 로봇 운용 S/W 개발
　- 로봇 휴대용 조종장치 S/W 개발
　- 운용통제장치 S/W 개발
　- 임무통제장치 S/W 개발
• 기 개발된 정찰용 자율주행 선박 S/W 오류 수정
　- CCTV의 RGB카메라 프로그램 수정
　- INS 센서 데이터의 오류 수정
　- 기존의 센서 데이터 합성 프로그램 수정
• 기타 S/W 관련 문서 작성 ","[C++UnityPythonUnreal Engine, • 컴퓨터/시스템공학, 공학계열\n• 해당직무 근무경험\n• 정보처리기사\n• Unity 및 Unreal Engine 개발 경험자]",806,"['C', 'C++']"
라덱셀,경력 3~10년,회사내규에 따름,서울 용산구 서빙고로 17 센트럴파크타워 타워동 1705호 (한강로3가),로봇제어,"＜라덱셀을 소개합니다＞

라덱셀은 세계 최초로 개발한 자기장-방사선 융합 치료 기술을 기반으로 암치료를 혁신하는 의료기기 시스템을 만들고 있습니다.
기존 방사선치료기를 더 정밀하고, 부작용이 적도록 개선하는 모듈형 자기조절 방사선치료기(MMRT)와 작은 부위도 정밀하게 치료할 수 있는 로봇 내시경 방사선치료기(Robotic Endo-RT)를 만들고 있습니다","[Robot FrameworkLinuxC++EmbeddedPythonC, • 로봇팔 연구, 제어 경험\n• 관련 경력 3년 이상 또는 석사 이상 학위 (컴퓨터공학, 전기공학, 메카트로닉스, 로봇공학 등)\n• 의료기기 소프트웨어 개발 프로세스 경험]",807,"['학위', '석사', '컴퓨터공학', '제어']"
칼만,경력신입,회사내규에 따름,경기 안양시 동안구 엘에스로 142 안양 skv1 센터 511호,로봇제어,"저희 팀과 함께 로봇을 개발하고자 하는 분들을 모십니다. 
주요 업무는 하기 5가지 중에서 선택하실 수 있습니다. 

• Mechanical Engineer : 로봇 하드웨어 설계
- Gear/Leg/Arm/Actuator 설계 
- Tool : Inventor, Fusion360, Solidworks, AutoCAD 등 CAD 관련 업무

• Contro","[RustHWC++ROSMCUMATLABHTML5PythonEmbeddedC, • 고성능 엑추에이터 설계 분야 경험\n• 로봇 관련 서비스 제작 경험\n• 로봇 제작 경험\n• 로보틱스 관련 연구실 졸업자\n• 위 내용들 보다는 [고성능 로봇 개발]에 관심을 갖고 있다면 저희 회사에 필요한 분입니다.]",808,"['로보틱스', '로봇', '설계']"
슈어소프트테크,경력 3~15년,회사내규에 따름,경기 성남시 수정구 금토로80번길 37 인피니티타워 E동,로봇제어,"• 로봇 분야 소프트웨어 개발 (로봇 제어 SW 개발 및 검증)
","[ROSLinuxC++Embedded LinuxPythonC, • C, C++, Python 언어 개발 개발 경험\n• 임베디드 S/W 개발 경험]",809,"['S/W', 'Embedded', 'C', '임베디드', 'Python']"
한화로보틱스,경력 2~6년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,"• 다관절로봇 기구학/동역학 모델링
• 다관절로봇 위치 제어/ 힘 제어
• 시뮬레이션 및 SW 개발
","[C++SWROSMATLABPythonC, • ROS1, ROS2 개발 경험\n• 모델 기반 설계 경험(MBD), 물리 모델 시뮬레이터 활용 경험 (CoppeliaSim, Gazebo 등)\n• System identification, Optimization solvers 활용 경험]",810,"['C', 'C++', '설계']"
유진로봇,경력 4~10년,회사내규에 따름,인천 연수구 하모니로187번길 33,로봇제어,"• 센서 퓨전 알고리즘 개발
  : 다양한 센서 정보를 퓨전하는 기술 개발
• SLAM and localization
  : Lidar 기반의 지도작성 및 위치인식 기술 개발
• Navigation
  : 배송로봇을 위한 경로계획, 경로추종 기술 개발
• 배송로봇 운용을 위한 상위 제어 프로그램 작성","[GitBitbucketUbuntuLinuxC++FWROSCJiraGitHub, • 이동 로봇 제어 및 개발 관련 경험자\n• ROS/소스 버전/CMake개발 도구 경험자]",811,"['ROS', '로봇', '제어']"
에이알247,경력 2~10년,회사내규에 따름,경기도 성남시 분당구 구미동 로드랜드이지타워 108호,로봇제어,"• Motion 제어 
• Global Path Planning
• Local Path Planning
• Behavior Control 
• Pure Pursuit, MPC
• Motor Control (PID,PWM,Torque,)
• ROS1 or ROS2 
• C/C++
• Linux/Ubuntu ","[UbuntuC++ROSLinuxSWPythonC, • 스타트업 분위기 좋아하시는 분! ]",812,[]
랩투마켓,경력 5~15년,회사내규에 따름,서울시 강서구 마곡중앙8로 14 408호,로봇제어,"• Motion Controller 프로그램 개발
• TRIO, Elmo Motion Controller  프로그램 개발","[PLCHW, • 물류 관련 장비 개발 경험을 가진 자\n• 반도체 장비 제어 개발 경험을 가진 자\n• TRIO, ELMO 컨트롤러 등 상용 임베디드 보드 개발 경험을 가진 자]",813,"['경험을', '임베디드', '제어']"
한화로보틱스,경력 3~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,"• 자동화 공정 분석 및 설계
- 대내외 로봇 자동화 사업 제안서 작성 및 프로젝트 진행
- 고객사 요청에 따른 Layout 수정 및 도면 작업

• 자동화 기구 설계
- 자동화 공정 및 레이아웃 설계 (AutoCAD, Creo 등)
- 자동화 설비 레이아웃 설계 및 현장 적용
- 설계 검증을 위한 Test-bed 구축 및 시뮬레이션
- 설비 물동량 계산 ","[PLCHWSWAutocad, • 공통\n- 자동화 솔루션 기획 및 프로젝트 관리 역량 보유자\n- 로봇 자동화 시스템 구축 경험 보유자 (F&B 포함)\n- 시스템 설계/개발/양산 경력 보유자\n\n• 하드웨어 설계\n- 설비 외주업체 관리 경험 보유자\n- 2D, 3D 설계 능력 능통자 (AutoCAD, Creo, Inventor)\n\n• 자동화 SW/PLC 개발\n- 제어SW 및 PLC 제어 능통자\n- HMI 설계 및 개발]",814,"['시스템', 'SW', '설계', '제어', '로봇', '프로젝트', 'PLC', '3D']"
로아스,경력 2~10년,회사내규에 따름,"경기도 안양시 동안구 엘에스로 116번길39, 사무동 402호 엘에스엠트론하이테크센터(호계동)",로봇제어,"로봇 제품/기술에 대한 기본적인 이해를 바탕으로 기술지원 업무를 수행합니다.

• 제품 납품 및 검수와 관련된 업무 (사용법 안내 등)
• 제품/서비스 장애 발생 시, 문제점 분석 및 리포팅/대응 (CRM 활용)
• 글로벌 제품에 대한 매뉴얼 제작 등 문서화 업무
• 제품 유지보수와 관련된 업무","[HWSWQA, • 로봇 HW 또는 SW 개발 경험자\n• 중국어, 영어 커뮤니케이션 가능자\n• 운전면허 1종 보통]",815,"['영어', 'SW', '로봇']"
로아스,경력 3~10년,회사내규에 따름,"경기도 안양시 동안구 엘에스로 116번길39, 사무동 402호 엘에스엠트론하이테크센터(호계동)",로봇제어,"모바일 로봇, 다관절 로봇 등 대상으로 아래와 같은 업무를 진행합니다.

• 전장 및 하네스 설계 및 제작
• 고객 요구에 맞춰 전장/하네스 통합 
• PCB 설계
• 로봇 HW Circuit Architecture 설계
• Embedded 통신 및 전원 회로 설계","[OrcadHWAutocadPCBEmbedded, • 설계툴 (Altium designer, orCAD, AutoCAD 등) 활용 설계 가능자\n• 관련학과(메카트로닉스, 로봇공학, 전기전자공학, 제어공학 등) 이공계열 전공자]",816,"['전공자', '설계']"
아이로,경력신입~20년,회사내규에 따름,"경기 광명시 덕안로104번길 17 310호,311호,312호,313(일직동)",로봇제어,"• MCU 구동 프로그램(펌웨어) 개발
• Ethernet, RS485, Bluetooth, Wi-Fi 등 통신 개발
• DC Motor, BLDC 모터, STEP 모터 제어 기능 개발
• 다양한 센서들을 이용한 위치 인식 및 장애물 감지 기능 개발
• 로봇 모션, 전원, 구동 제어
• 제어 시스템 이슈 디버깅","[Circuit designHWFWC++SWC, • 공학계열 전공(기계, 전자, 메카트로닉스) 환영\n• 로봇 개발의 다수 경험을 가지고 계신 분\n• 자기주도적 업무를 지향하는 분\n• 새로움에 도전하며, 조직문화를 함께 만들어 나갈 분\n• 끈기있게 원인을 탐색하고 해결방안을 찾아내는 분]",817,"['경험을', '전자', '로봇']"
클로봇,경력 10~20년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",로봇제어,"[ 로봇 관제 시스템 설계 ]
• 로봇 관제 시스템 서버 및 시스템 아키텍쳐 설계
• 로봇 관제 시스템 DB 설계
• 관제 시스템 interface 설계
• 로봇 및 외부 시스템 연동 interface 분석 및 설계

[ 개발 리딩 ]
• 팀 내 개발자들의 업무를 lead / help / check하여 기간 내 업무가 수행될 수 있도록 관리","[MSAMQTTSpring BootROSJavaKubernetesVue.jsPython, • 스마트 팩토리, 스마트 시티, 제조/물류, 자율주행 로봇 서비스/기술 이해\n• 산업용 기기, IoT 기술 이해\n• GIT, CI/CD 관리 경험\n• 스마트팩토리, 스마트시티, 제조/물류, 공공사업 등 다양한 산업군에서 SI 프로젝트 PM, PL 경험\n• 다양한 산업군에서 관제(모니터링/제어) 서비스/솔루션 개발 경험을 갖고 계신 분\n• 로봇 서비스",818,"['제어', '로봇', '프로젝트', '경험을', '자율주행']"
나인벨,경력 10~20년,회사내규에 따름,경기 성남시 중원구 사기막골로 99 센트럴비즈타워 2차 615호,로봇제어,"• Power PMAC IDE 환경에서 장비 제어 프로그램 개발
• Yaskawa 프로그램 개발
• Visual Studio C# (Winform) 환경에서 프로그램 개발
• 윈도우 환경에서 응용 프로그램 개발","[PLCC++C#, • Visual studio 유경험자 (C++, C#, etc)\n• 여러 종류의 다양한 PLC 프로그램 개발 유경험자]",819,"['C', 'PLC']"
트리즈엔지니어링,경력 2~10년,회사내규에 따름,경기도 화성시 동탄산단5길 10-12,로봇제어,"• 실내·외 로봇 인지, 판단, 제어 시스템 SW 개발
• ROS, Linux, Python/C/C++  기반 로봇시스템 개발
• 자율주행 실내·외 로봇 알고리즘 개발 
• 관제시스템 UI/UX 개발","[ROSLinuxC++SWPythonCC#Windows, • Python, C, C++ 개발 경험자\n• Windows/Linux 기반의 로봇시스템 개발 경험자 \n• 관련 프로젝트 및 업무 경험자\n• 관련 전공 석/박사 학위 보유자\n• 커뮤니케이션 능력, 문제 해결 능력 보유자]",820,"['학위', '박사', '프로젝트', 'C', 'Linux', 'Python']"
다임리서치,경력 5~10년,회사내규에 따름,서울 서초구 반포대로 28길 20 두원빌딩 2층,로봇제어,"• 대규모 군집 물류 로봇을 중앙 제어 (Center Control) 방식으로 운영하는 백엔드 서버 개발
• 다수 물류 로봇의 실시간 상태를 수집하고, 이를 기반으로 운영 제어하는 real-time decision making 모듈 개발
• 연구팀과 협업하여 다임리서치 AI 물류 로봇 운영 알고리즘 라이브러리 Integration
• 다양한 Type의 물류","[AI/인공지능MongoDBC++JavaConfluenceC#JiraPostgreSQL.NET, • 대용량 데이터 처리 서비스 경험이 있으신 분\n• C#, .Net Core 활용 경험이 있으신 분\n• PostgreSQL, MongoDB 활용 경험이 있는 분\n• MQTT, Kafka 활용 경험이 있는 분\n\n[선호 인력 예시]\n• 산업 분야가 다르더라도 아래와 같이 “서버” 솔루션을 개발해 보신 분은 좋습니다.\n• 다수의 자율 주행 로봇을",821,"['데이터', 'C', 'AI']"
다임리서치,경력 3~5년,회사내규에 따름,서울 서초구 반포대로 28길 20 두원빌딩 2층,로봇제어,"• 물류 로봇을 포함한 다수 오브젝트의 웹 실시간 렌더링 모듈 개발
• 실시간 물류 로봇 모니터링 및 리포팅 Visual Component 개발
• 다임 공용 Web UI Component Library 개발","[JavaScriptReactAngular 2HTML5GitLabVue.jsJiraCSS 3, • WEB BE 프레임워크 (ASP .Net core, Node.js, Java Spring) 개발 경험\n• Web GL Renderer (Pixi.js 등) 개발 경험\n• 4년제 컴퓨터 관련 학과 출신\n\n **선호 인력 예시**\n   • 분야와 관계 없이 “다수의 움직이는 컴포넌트를 웹 브라우저에서 표현” 해보았거나, “다수의 대상물의 정보를 ",822,[]
트윔,경력신입~10년,회사내규에 따름,경기도 화성시 삼성1로 4길 7-4,로봇제어,"• 인공지능 기반의 산업용 3D 로봇비전 기술 개발
• 3D복원 및 시각화(3D Reconstruction and Visualization)
• SLAM (동시 위치 파악 및 매팅), 경로 계획 및 탐색 알고리즘 개발","[AI/인공지능OpenCVC++MachineLearning, • SLAM(동시 위치 파악 및 매팅)\n• 경로 계획 및 탐색 알고리즘 경험자\n• 로봇 인식, 계획 및 제어를 위한 알고리즘 개발 경험자\n• 3D 컴퓨터 비전 연구개발 경험자]",823,"['3D', '로봇', 'AI', '알고리즘']"
파이엇,경력신입~5년,회사내규에 따름,서울 강남구 영동대로 730 5층,로봇제어,"• SLAM & Navigation
• LiDAR 기반 지도작성 및 위치인식 기술 개발
• 실내외 자율주행 알고리즘 개발
• 장애물 회피 알고리즘 개발
• 실내외 자율주행 로봇의 경로계획, 경로추종 기술 개발","[C++ROSLinuxPythonC, • 실내외 자율주행 알고리즘에 대한 이해가 높으신 분\n• SW 자료구조, 알고리즘, 아키텍처에 대한 기본 지식 보유자\n• IMU 사용 경험자\n• Linux, ROS 이용 개발 경험자\n• 해당 분야 석사, 박사 학위 또는 5년 이상의 경력자]",824,"['SW', '알고리즘', 'C++', 'ROS', '학위', '박사', '경력자', '자율주행', '석사', 'C', '이해가', 'Linux']"
플라잎,경력 3~5년,회사내규에 따름,경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 901호,로봇제어," **전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.

• C#(WPF)을 이용한 Windows application 개발
• PLAIF AI 모듈의 데이터 시각화 및 제어를 위한 GUI 구현
• 로봇 시뮬레이터 프로그램 개발
• 다양한 요구 사항에 유연하게 대응 가능한 효과적인 소프트웨어 설계 및 구현","[GitgRPCWPFMVVMC#GitHub ActionsGitHubNetwork.NET, • 컴퓨터, 정보통신, 소프트웨어 공학 관련 전공자\n• .NET MAUI, Xamarin, Blazor 개발 경험이 있으신 분\n• 로봇 시뮬레이션에 대한 이해 및 유관 경험을 보유하신 분\n• 컴퓨터 그래픽스에 대한 이해 및 개발 경험을 보유하신 분\n• 차트, 테이블 라이브러리 사용 및 커스텀 경험이 있으신 분\n• GitHub Actions 등을 활용한",825,"['전공자', '경험을', '로봇', '공학']"
플라잎,경력 3~5년,회사내규에 따름,경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 901호,로봇제어," **전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.

• ROS 기반 Robot Operation System 개발
• Reinforcement Learning 기반의 Robot Controller 개발
　(Control & Motion Planning)
• Reinforcement Learning을 통한 특정 Task 해결
　","[AI/인공지능C++ROSMachineLearningPythonC, • 강화 학습과 로보틱스에 지대한 관심이 있으신 분\n• 머신러닝 또는 로보틱스 관련 석사/박사 학위 혹은 3년 이상의 경력을 갖춘 분\n• 제어공학에 대한 전문지식을 갖고 계신 분\n• Model based Reinforcement Learning 개발 경험이 있으신 분\n• ROS2 개발 경험이 있으신 분\n• 머신러닝 프로젝트를 위한 실물 공정 시뮬레이터 개발 경험이 있으신 ",826,"['AI', '로보틱스', '관심이', '학위', '박사', '석사', '머신러닝']"
한화로보틱스,경력 5~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,"• AGV/AMR 전장 설계
- 모션 제어 HW 설계
- 제어 Safety 구성 설계
- 제어 시스템 통신 설계
- 제어 설계 도면 작성
• AGV/AMR 설계 성능 테스트 및 검증","[HWAutocad, • AGV/AMR 전장 설계 유경험자\n• AGV/AMR 관련 특허 보유자\n• 모션 제어 설계 및 수행 유경험자\n• 각종 산업용 통신 프로토콜 구현 유경험자]",827,"['설계', '제어']"
한화로보틱스,경력 3~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,"• AGV 주행 SW개발 및 테스트
• AGV 모션 제어 SW모듈 개발 및 검증
• AGV 위치 추정 SW모듈 개발 및 검증
• AGV 경로 계획 SW모듈 개발 및 검증
• AGV 운용 어플리케이션 SW 개발 및 검증
• AGV 시스템 아키텍쳐 개발 및 검증","[GitJenkinsRustSWC++LinuxQtDocker, • AGV 주행 관련 양산적용 경험자\n• AGV 주행 관련 특허 및 논문 보유자\n• 자율 주행 관련 이론에 대한 이해와 알고리즘 설계 및 코드 구현에 대한 열의가 있으신 분\n• 경로 계획에 관련된 이론 이해 및 알고리즘 구현 경험이 있으신 분\n• 위치추정(Bayesian 추론, Kalman Filter, Particle Filter)에 대한 이해도와 활용 경험이 있으신 분\n• ",828,"['논문', '알고리즘', '설계']"
한화로보틱스,경력 3~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,"• AGV 관제 SW개발 및 테스트
• AGV 최적 경로 탐색 SW 모듈 개발 및 검증
• AGV 트래픽 제어 SW 모듈 개발 검증
• AGV 운용 정책 개발 및 검증
• AGV 관리 어플리케이션 개발 및 검증","[SWASP.NET CoreC#.NETWebAssembly, • AGV 관제 관련 양산적용 경험자\n• AGV 관제 관련 특허 및 논문 보유자\n• SW 플랫폼 기획 및 표준화 경험이 있으신 분\n• 웹서버 및 데이터베이스 활용 능력 보유자\n• 마이크로서비스 아키텍쳐에 대한 이해도가 높으신 분\n• .NET6 이상, ASP.NET Core, Webassembly, EF6 이상 사용 경험이 있으신 분\n• Domain-Driven Design에 대",829,"['논문', 'SW']"
센서텍,경력 3~10년,회사내규에 따름,서울시 강서구 마곡동 790-3,로봇제어,"• 초음파 센서 S/W 개발 및 테스트 									
• LIN, DSI3, UART, I2C, 485, PLC 통신 제어 경험									
• C언어 기반의 Embedded S/W (Firmware) 개발 가능자									","[FWEmbeddedC, • 관련분야 석사급 전공자\t\t\t\t\t\t\t\t\t\n• ISO26262 기능안전 기반 설계 경험자 \t\t\t\t\t\t\t\t\t\n• ADAS 분야 양산 개발 경험자\t\t\t\t\t\t\t\t\t\n• IATF16949, VDA6.3 (A-Spice) 기반 개발 프로세스 실무 경험\t\t\t\t\t\t\t\t\t\n• 영어 우수자\t\t\t\t\t\t\t\t\t]",830,"['영어', '전공자', 'ADAS', '설계']"
씨메스,경력 3~10년,회사내규에 따름,"서울 강남구 도산대로 318 SB타워 7F, 8F",로봇제어,"• 소프트웨어 플랫폼내 다양한 컴포넌트 개발 (디바이스 제어, 통신 모듈, UI 위젯, 알고리즘)
• 3D 센서 활용한 측정장치 및 자동화 설비에 사용되는 소프트웨어 모듈 개발
• 어플리케이션 엔지니어와 협업하여 프로젝트에 요구되는 기능모듈 개발
• 기능 모듈의 개선, 유지보수, 테스트 및 형상 관리","[C++SW, • 2D/3D 비젼 개발 경력 우대\n• 반도체/디스플레이 공정설비 개발 경력 우대]",831,"['3D', 'C', 'SW', 'C++']"
씨메스,경력 3~10년,회사내규에 따름,"서울 강남구 도산대로 318 SB타워 7F, 8F",로봇제어,"• 3D 비전 검사/로봇 가이던스 소프트웨어의 고객사향 개발, 유지보수 및 기술지원 (상용 비전 라이브러리, 상용 비전 및 구동부 하드웨어 연동 기능 개발)
• 소프트웨어 플랫폼을 활용한 시스템 제어로직 설계, UI/UX를 포함한 어플리케이션 소프트웨어 개발 및 고객사이트 적용
• 필드 소프트웨어 이슈 관리 및 소프트웨어 품질 관리 업무","[JavaScriptC++PythonC, • 2D/3D 비전 프로그램 경험자\n• 로봇 운용/연동 프로그램 경험자\n• 자동화설비 운용프로그램 개발 경험자\n• PM 경력자]",832,"['경력자', '3D', '로봇']"
아이로,경력신입~4년,회사내규에 따름,경기도 광명시 덕안로104번길 17 광명 M클러스터 3층 310호,로봇제어,"• 회로 설계 및 디버깅
  1) 새로운 기능 구현을 위한 센서 조사 및 적용을 위한 datasheet 분석 후 이를 기반으로 회로 작성
  2) 배터리 기반의 전력 관리 회로 작성
  3) 회로의 발열 요소 분석 후 발열을 최소화 하는 회로 작성
  4) 각 센서 및 장치들의 신호/전원 레벨에 따라 적합한 변한 회로 작성
  5) 전력과 신호 전달 계통을","[OrcadHWPCBAnalog, • 로봇 개발의 다수 경험을 가진 지원자\n• 자기 주도적 업무를 지향하는 지원자\n• 새로움에 도전하며, 조직문화를 함께 만들어 나갈 지원자\n• 끈기 있게 원인을 탐색하고 해결방안을 찾아내며 함께 성장해 나 지원자]",833,"['경험을', '로봇']"
클로봇,경력 3~6년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",로봇제어,"• Two-wheel Differential, Swerve, Tricycle, Mecanum 타입 등의 구동부 제어 알고리즘 개발
• LiDAR, IMU, Ultrasonic 센서 등의 Driver 개발
• 기타 부가적인 로봇 장치에 대한 Driver 개발
• Serial/CAN/Modbus 등의 통신 인터페이스 개발
• 개발된 SW의 평가 및 검증
• 자","[C++LinuxSW, • 자율주행 알고리즘에 대한 이해\n• Git을 이용한 버전 관리 경험 보유\n• Linux, ROS 이용 개발 경험 보유\n• 전문연구요원(병역특례) 지원 가능]",834,"['C++', 'ROS', '자율주행', 'C', 'Linux']"
다임리서치,경력 2~7년,회사내규에 따름,서울시 서초구 반포대로28길 20,로봇제어,"• Unity에서 사용되는 세부적인 디지털 트윈 3D 모델을 구현합니다.
• 프로그래머와 협업하여 디지털 트윈의 특정 요구 사항과 기능을 이해합니다.
• 시각적 품질 저하 없이 모델이 성능에 최적화되었는지 확인합니다.
• 텍스처와 머티리얼을 적용하여 사실적인 외관을 구현합니다.
• 필요에 따라 간단한 애니메이션을 제작할 수 있어야 합니다.
• 모델을 테스트","[C++UnityASP.NETUnreal EngineConfluence3D RenderingC#PostgreSQLJira.NET, • 3년 이상의 3D 모델링\n• Unity의 렌더링 파이프라인 및 최적화 기술에 대한 지식\n• 모델 디테일에 대한 관심\n• 산업 디자인, 또는 모델링 관련 분야 대학 졸업\n• 인공지능에 대한 관심\n• 에셋 폴더와 파일 정리에 대한 관심과 본인만의 룰 또는 철학이 있으신분\n\n[선호 인력 예시]\n• 분야와 관",835,"['3D', 'C', 'C++', '최적화']"
다임리서치,경력 2~7년,회사내규에 따름,서울시 서초구 반포대로28길 20,로봇제어,"• 사용성과 미학에 중점을 두고 Unity 3D 프로젝트 내에서 사용자 인터페이스를 설계, 개발 및 구현합니다.
• UGUI를 사용하여 사용자 친화적인 인터랙티브 3D 화면 요소를 제작합니다.
• UI 요소를 3D 환경에 원활하게 통합합니다.
• 복잡한 UI 관련 문제를 해결하고 UI 성능을 최적화합니다.
• 디지털 트윈 프로젝트의 전반적인 설계 및 개발에","[C++UnityASP.NETUnreal EngineConfluence3D RenderingC#PostgreSQLJira.NET, • 프로젝트 완료 경험\n• 비동기 프로세스에 대한 이해\n• 서버 - 클라이언트 구조에 대한 경험\n• UniRx 사용 경험\n• 커스텀 쉐이더 스크립팅 경험\n• 다양한 디자인 패턴에 대한 이해\n• Dependancy Injection과 MVVM에 대한 이해\n\n[선호 인력 예시]\n• 분야와 관계 없이 유니티,",836,"['프로젝트', 'C', 'C++']"
유진로봇,경력 5~10년,회사내규에 따름,인천 연수구 하모니로187번길 33,로봇제어,"• PLC 로직 개발 및 전장설계
• 물류자동화 부문의 자율주행로봇 차상장치
• 물류자동화 부문의 고정설비 장치","[PLC, • 물류 자동화 현장 경험자 우대]",837,['PLC']
네오에이블,경력 3~10년,회사내규에 따름,서울시 구로구 디지털로 242 한화비즈메트로 315호,로봇제어,"• 8051, MSP430, ARM 등 MCU의 통합 개발환경을 활용한 펌웨어 개발
• 센서, 모터 제어 하드웨어 소프트웨어 연구 및 개발
• 회로 설계 (주요 업무는 아니지만 어느 정도는 회로 설계가 가능해야 함)
• 현장 설치 및 테스트 업무","[Circuit designHWFWSWMCUArduinoEmbedded, • 전공 : 전기·전자공학 혹은 유사 전공\n• 영문 기술자료를 읽고 이해할 수 있을 정도의 영어 활용 능력\n• 아두이노 개발 경험]",838,"['영어', '전기']"
뉴빌리티,경력신입~5년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",로봇제어,"• 실외 자율주행 로봇의 이동 경로 생성 알고리즘 개발
• 모바일 로봇의 모션 제어 시스템 개발
• 개발된 알고리즘 및 시스템에 대한 성능 향상 및 안정성 평가","[C++ROSLinuxEmbeddedC, • 경로 계획 알고리즘 / 제어 시스템 개발 관련 경험\n• Linux / Embedded 시스템에서의 개발 경험\n• 다양한 센서에 대한 사용 경험\n• 체계적인 문서 작업/관리 경험\n• 영어 / 한국어에 대한 커뮤니케이션 스킬]",839,"['시스템', '알고리즘', 'C++', '제어', 'Embedded', '영어', 'C', 'Linux']"
긴트,경력 2~9년,회사내규에 따름,경기 성남시 분당구 판교로228번길 17 4층 긴트,로봇제어,"• 농기계 자율주행 및 AI 관련 해외 논문 조사 및 요약
• 농경지 자율주행을 위한 전역/지역 경로 생성 알고리즘 개발
• 경로 추종 제어 알고리즘 개발
• 농기계 위치/자세/주행 상태를 추정하는 센서 퓨전 알고리즘 개발
• 농기계 주행 상황에서 센서 노이즈 제거 시스템 개발","[C++SWMATLABPythonC, • 기계, 컴퓨터, 자동차, 제어, 로봇공학 관련 전공\n• 자율주행 및 AI 관련 해외 학회/저널 논문 게재 경험\n• GNSS, IMU에 대한 이해\n• 차량 동역학에 대한 이해]",840,"['AI', 'C++', '제어', '자동차', '논문', '자율주행', 'C']"
클로봇,경력 5~15년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",로봇제어,"• 로봇 형상을 고려한 실시간 경로계획 알고리즘 개발 및 배포
• 경로 추종 및 장애물 회피 제어 알고리즘 개발 및 배포
• 시스템 요구사항을 만족하는 새로운 Planner 연구 및 개발
• 새로운 Planner 또는 기존 Planner 개선 부분에 대한 평가 및 검증
• 알고리즘 설계 및 구현에 대한 내용 문서화
• 양산 로봇에 적용 가능한 좋은 품질의 ","[C++LinuxROSPython, • 해당 분야 박사 학위 혹은 5년 이상의 개발 경력\n• 실내/실외 자율주행 알고리즘에 대한 이해\n• Git을 이용한 버전 관리 경험 보유\n• Linux, ROS 이용 개발 경험 보유\n• 전문연구요원(병역특례) 지원]",841,"['C++', 'ROS', '학위', '박사', '자율주행', 'C', 'Linux']"
