기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량,인덱스,키워드추출
제이엠피코리아(주),신입/경력(연차무관),-," 서울특별시 영등포구 영신로 220 (영등포동8가,KnK디지털타워) 1301호 ",딥러닝,"응용프로그래머, 빅데이터·AI(인공지능)","


[국비무료/취업실무준비]금융데이터 분석 서비스 전문가 교육생 모집 - 인크루트 채용













#핀테크기업 #증권사 #금융권 # 카드사 #서울디지털인재개발원금융데이터 분석 서비스 전문가교육생 모집서울디지털인재개발원은 서울 구로구 디지털로26길 111 (구로동, 제이앤케이디지털타워)에 위치하고 있으며, 23년도 고용노동부 5년 우수훈련기관으로, 국비지원, K-digital, #핀데크 #빅데이터 #딥러닝 관련 교육을 제공 하고 있습니다.비전공자도 충분히 할 수 있는 금융빅데이터 분석가 / 개발을  원하는 커리어를 지금 시작해보세요.  금융데이터 분석 전문자는 어떤과정인가요? 비전공자도 가능한, 금융취업까지 한번에 끝내는 과정으로 금융데이터 수집 기초부터 실무 프로젝트까지  완성하는 K-Digital Training 과정 입니다.금융데이터 분석 서비스 전문가 되기 위한 120일간의 여정- STEP 01 : 파이썬, 웹크롤링/Rest API을 활용한 데이터수집, 데이터 베이스 & SQL- STEP 02 : BI(Business intellingence), 데이터수집 & 시각화 프로젝트 실습- STEP 03 : 머신러닝/딥러닝 개론 및 실습, CNN, RNN, 금융데이터 분석 이론 및 실습- STEP 04 : 딥러닝기반 자연어처리, 챗봇구현 프로젝트 실습- STEP 05:  현업에 맞는 금융데이터 분석 기술 활용한 프로젝트- STEP 06: 현업에서 근무하는멘토링 및 취업성공을 위한 밀착 취업 서비스  교육비 및 지원 사항     ㆍ교육비 9,147,840원 전액 무료 (★국민내일배움카드 1회 한정 )        ㆍ매월 훈련 수당 : 316,000원(★국민내일배움카드 실업자 유형만 해당)     ㆍPC장비 보유 : 노트북 필참 X  전형절차 - 수강신청 후 순차적으로 연락드립니다. (신청 후 2~3일이내 소요) 자격조건 및 사항자격요건 ㆍ학력 : 고졸이상 (대졸 우대)ㆍ내일배움카드소지 혹은 소지 예정자ㆍ맞춤 상담을 통하여, 자격 확인 후, 진행 합니다.1. 수강신청 후 순차적으로 연락드립니다.(신청 후 2~3일이내 소요) 2. 국민내일배움카드는 교육 시작 전 실물카드를 수령하여야 하며, 발급까지는 1주일 정도 소요되기 때문에   사전에 미리 발급 신청하여 주시기 바랍니다.   국민내일배움카드 문의사항 : 고용노동부 1350 혹은 가까운 고용복지센터 방문 3. 교육 상담 문의 : 서울디지털인재개발원   - 전화 :  ***-****-****   - 1:1 카톡 상담 : https://open.kakao.com/o/sL86vC4e   - 상담 신청하기 : https://forms.gle/rfP78RYXCU8G28gM8    - 상세과정 설명 웹페이지: www.korea-hrd.co.kr






",580,"['빅데이터', '딥러닝', '분석', '데이터', '머신러닝', '프로젝트']"
(주)크래프톤,경력10년↑,-," 서울특별시 강남구 테헤란로 231 (역삼동,센터필드) EAST타워 28-35층 ",딥러닝,게임(Game),"


[AI] Deep Learning Service Dev Leader (10년 이상) - 인크루트 채용













 크래프톤은 차별화된 크리에이티브를 가진 글로벌 제작 스튜디오들과 고유한 즐거움이 있는 게임을 발굴하여 전 세계에 퍼블리싱합니다.우리는 지속적인 도전과 새로운 기술로 게임의 즐거움을 혁신하고, 더 많은 팬들에게 사랑받을 수 있도록 플랫폼과 서비스를 확장합니다.우리는 열정과 의지를 지닌 동료들과 함께 성장하며, 글로벌 시장에서 인정받는 게임의 명가로 나아가고 있습니다.  KRAFTON is dedicated to identifying and publishing games worldwide that offer a uniquely enjoyable experience, crafted by our globally recognized production studios known for their distinctive creativity.We continuously push the boundaries of gaming enjoyment by embracing new challenges and technologies, expanding our platforms and services to captivate an even larger fan base.In collaboration with our passionate and driven team, we strive to establish ourselves as a renowned creator of masterpieces in the global gaming market. 우리 팀(프로젝트)을 소개합니다. 딥러닝본부는 인공지는 기술을 통해 게임산업 혁신을 이끌기 위해 설립된 크래프톤 산하 연구 조직입니다. 우리는 딥러닝 연구/개발을 통해, 게임 제작자들이 더 재미있고 새로운 게임을 창작할 수 있는 내일을 만들어 나가고자 합니다.더 나아가, 누구나 함께 희로애락을 나눌 수 있는 버추얼 프랜드를 만들어 게임과 소통을 하나로 연결하고자 합니다. 이 도전의 원동력은 KRAFTON AI 구성원들의 열망과 사명감, 그리고 최고의 실력에서 비롯됩니다.딥러닝서비스실은 딥러닝 기반 서비스 및 제품을 개발하고, 사내 딥러닝 활용을 높히기 위한 각종 전략을 수립하고 실행하는 부서입니다. 딥러닝 서비스 개발 부문의 리더로서, 혁신적인 제품 개발과 운영, 딥러닝 기술을 활용한 솔루션 제공 및 의사결정 지원을 위한 인사이트 제공 역할을 담당하실 분을 모십니다.우리 팀과 함께할 미션을 소개합니다.사내외 대상 딥러닝 서비스/제품을 개발하고 운영합니다.딥러닝 본부 내 연구 조직 및 사내 퍼블리싱 조직 등 다양한 부서와 긴밀하게 협력하여 크래프톤의 딥러닝 기술 활용 방안을 개발합니다. 국내외 다양한 스튜디오 및 파트너와 협력하여 게임 제작의 효율 및 생산성을 증진시킬 수 있는 딥러닝 기반 프로덕트의 개발과 운영을 관리합니다. 비즈니스 목표를 달성하기 위해 딥러닝 기술과 프로세스를 활용한 비용 효율적이고 효과적인 운영 환경을 구축합니다.  이런 경험을 가진 분과 함께 성장하고 싶습니다! (필수요건)전산학, 인공지능, 산업공학 또는 관련 분야의 석사 학위 이상 또는 학사 학위IT/게임 산업에서 플랫폼 엔지니어링, 시스템 아키텍처, 또는 백엔드 시스템 개발 및 데브옵스 분야에서 최소 10년 이상의 경력 10명 이상 규모의 개발 조직 운영 및 팀 리더로서 코칭 경험 라이브 서비스/프로덕트 개발 경험 및 지속적 개선(운영)을 주도한 경험 원활한 영어, 한국어 커뮤니케이션 능력 변화하는 기술 환경에 능동적으로 적응하고 새로운 기술 및 접근 방식을 빠르게 통합하는 능력이런 경험들이 있다면 저희가 찾는 그 분입니다! (우대요건)클라우드 기반 서비스 개발 및 관리 경험비즈니스 목표와 기술적 실행을 연결하는 혁신적인 솔루션을 제안할 수 있는 강력한 전략적 사고력 20명 이상 규모의 개발 조직 운영 및 팀 리더로서 코칭 경험 최신 딥러닝 프레임워크와 도구에 대한 깊은 이해와 숙련도 게임 엔진 및 게임 개발에 대한 관심과 이해도  크래프톤의 도전에 함께 하기 위해 아래의 전형 과정이 필요합니다.서류 전형 > 전화 인터뷰 (Phone Interview) >  실무 면접 (Technical Fit Interview) > 최종 면접 (Culture Fit Interview) > 합격 및 입사상시채용으로 우수 인재 채용 시 조기에 마감될 수 있습니다.전형별 합격자에 대해 지원서에 등록하신 이메일 혹은 유선으로 개별 안내 드립니다.전화 인터뷰의 경우, 필수 전형이 아닌 필요에 따라 진행되는 선택 전형임을 사전 안내 드립니다. 이에 대한 상세 내용은 개별 안내 드립니다.필요 시 면접은 추가될 수 있으며, 이에 대한 상세 내용은 개별 안내 드립니다.  필요 서류를 확인해주세요!입사지원서 (자유 양식), 자기소개서, 경력기술서, 포트폴리오(선택)신입일 경우 자기소개서를, 경력일 경우 경력기술서를 중심으로 기술해 주시기 바랍니다.포트폴리오 첨부 시, 하단 안내 사항을 확인해 주시기 바랍니다.  근무지역삼 센터필드 East 타워 고용형태 정규직  아래 안내 사항을 확인해주세요!장애인 및 국가유공자 등 취업 보호 대상자는 관계 법령에 따라 우대합니다.자격 요건이 충족된다면, 서로 다른 모집 공고에 대한 중복지원이 가능합니다.지원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다.채용 전형 중 궁금하신 항목은 크래프톤 채용 FAQ 내에서 확인하실 수 있습니다. 기타 궁금하신 사항은 이메일(career@krafton.com******@*******.***)로 문의 바랍니다.BE BOLD, LEARN AND WIN! 크래프톤의 성장과 도전의 스토리를 알아가고 싶다면? 크래프톤 제작 스튜디오크래프톤 게임 크래프톤 비전 & 핵심가치크래프톤 라이프 & 복리후생크래프톤 공식 유튜브 채널배틀그라운드 공식 유튜브 채널크래프톤 인스타그램크래프톤 블로그






",581,"['딥러닝', '영어', 'AI', '학위', '학사', '시스템', '포트폴리오', 'Deep', '비전', '프로젝트', '석사', '백엔드', '인공지능']"
주식회사 딥브레인에이아이,신입/경력(연차무관),-, 서울특별시 강남구 역삼로7길 6 성룡빌딩 ,딥러닝,빅데이터·AI(인공지능),"


[인공지능기업] 머신러닝 병역특례 전문연구요원 모집 - 인크루트 채용















주식회사 머니브레인
[인공지능기업] 머신러닝 병역특례 전문연구요원 모집



모집부문 및 자격요건
담당업무자격요건인원
[안드로이드/iOS 모바일 개발자]- 인공지능영어회화 앱 개발- 안드로이드 앱 개발- iOS 앱 개발────────────────​[Full-stack 개발자]- 인공지능 대화 앱 개발- 대화형 인공지능 플랫폼 및 빌더 개발────────────────[Deep Learning / Python 개발자]- 머신러닝 NLP/음성/영상 기술 개발- Python, Tensorflow 개발

[자격요건]- 안드로이드 또는 iOS 개발경력 3년 이상- 웹뷰-네이티브 연동을 통한 하이브리드 기술 개발 경험- 안드로이드/iOS 동시 개발 가능자────────────────[자격요건]- 웹서비스 개발 경력 3년 이상- MEAN Stack 사용 경험  (NodelJS, MongoDB, Angular, React)- 모바일 웹 또는 하이브리드앱 개발 경험[우대사항]- 대용량 처리 혹은 100만 회원 이상 서비스 개발 경험- 다양한 프로그래밍 언어 사용 가능자────────────────[자격요건]- 파이썬 개발 경험 2년 이상- 머신러닝/딥러닝 개발 경험[우대사항]- 공학/자연계열 석사/박사학위 소지자
0 명


근무조건
고용형태: 병역특례(현역, 보충역, 전문연구요원, 산업기능요원, 전직가능)인근전철역: 서울2호선 강남 (1번 출구에서 400m이내)급여조건: 연봉 회사내규


전형단계 및 제출서류
전형단계: 서류전형 > 면접진행 > 최종합격- 전형일정은 변경될 수 있습니다.- 개발자에 한해 코딩테스트가 진행될 수 있습니다.- 합격자에 한해 개별 통보 안내 드립니다.


접수방법
채용시 마감
접수방법: 인크루트 채용시스템접수양식: 인크루트 이력서


기타 유의사항

입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.














",582,"['Python', '딥러닝', '인공지능', 'Deep', 'NLP', '머신러닝', '공학', 'Tensorflow', '석사']"
(주)델토이드,신입,"3,000~3,500", 서울특별시 구로구 신도림로13길 51 (신도림동)    ,딥러닝,응용프로그래머,"


웹, 앱 프런트/파이썬 서버 개발자 모집 - 인크루트 채용

















우리 회사를 한 줄로 표현해주세요
우리 회사에 대해 4줄 이내로 소개해주세요
(주)델토이드
웹, 앱 프런트/파이썬 서버 개발자 모집




모집부문 및 자격요건









모집부문
담당업무
자격요건
인원




개발자

[담당업무]< 담당업무 >ㆍ메타버스 웹 또는 보행검사용 웹/앱 프런트 개발ㆍIMU 센서를 활용한 보행검사용 앱 데이터 딥러닝 연구(파이썬)< 우대스킬 >ㆍJAVAㆍNode.JSㆍKotlinㆍFlutter(Dart)ㆍPython< 핵심역량 >ㆍ 성실성, 성장지향성, 성취지향성< 자격요건 >ㆍ학력 : 자연계열(자연과학계열, 공학계열, 의학계열) 4년제 학사 졸업자(졸업 예정자 불가)ㆍ경력 : 경력무관(신입 가능)< 우대사항 >ㆍ서울역 인근 연세봉래빌딩 출퇴근 가능자< 기타사항 >ㆍ4대보험 가입 필수ㆍ다양한 분야의 개발자 분들을 구인 중이오니 많은 지원 바랍니다.[근무부서 및 직급/직책]근무부서: 개발팀직급/직책: 사원


[자격요건]경력사항: 신입학력사항: 대학교(4년)졸업 이상직무기술: JAVA개발, nodejs, Python 개발기타: 자연계열(자연과학계열, 공학계열, 의학계열) 4년제 학사 졸업자







근무조건
고용형태: 정규직(수습기간3개월)근무부서: 개발팀급여조건: 연봉 3,000 ~ 3,500 만원


전형단계 및 제출서류
전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격추가 제출서류이력서(자기소개서), 졸업증명서


접수방법
2024-01-26 (금) 23시59분까지
접수방법: 이메일접수양식: 인크루트 이력서, 자유양식


기타 유의사항

입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.


00










",583,"['Python', '데이터', '딥러닝', '학사']"
(주)에이치알맨파워그룹,신입/경력6년미만,-, 서울 강남구 테헤란로 322 한신인터밸리 24 서관 18층 ,딥러닝,"빅데이터·AI(인공지능), 응용프로그래머","


웨어러블 로봇관련 인공지능(AI) 신입/경력 정규직 채용 - 인크루트 채용
















(주)에이치알맨파워그룹
인공지능(AI), 신입/경력 정규직 채용﻿(웨어러블 로봇 전문 벤쳐기업)



모집부문 및 자격요건






담당업무
자격요건
인원





[담당업무]인공지능 알고리즘의 연구, 개발 구현 및 평가- 신규 알고리즘(SOTA)의 분석, 개선 알고리즘 개발 및 논문/특허 기여  (Semi-supervised Learning, Meta Learning, Online Learning, Incremental Learning, Active Learning 등)- 자체 데이터 융합 기반의 차별화된 알고리즘 발굴 및 개발- 기술의 고객 가치 검증을 위한 제품/서비스 프로토타이핑사업 강화 기여를 위한 인공지능 알고리즘 적용- 제품/서비스 적용을 위한 AI 모델 최적화(Optimization, Distillation)- 파이프라인에 기반한 데이터 분석 및 지속적인 성능 개선 학습을 위한 데이터 수집 설계차세대 Core AI 알고리즘 발굴- 신규 사업을 위한 AI 알고리즘 아이디어 발굴[근무부서 및 직급/직책]직급/직책: 사원, 대리, 팀원


[자격요건]경력사항: 신입, 경력(6년 이하)학력사항: 대학교(4년)졸업 이상직무기술: 연구개발기타: -학력: 학사 이상-나이/성별: 무관-경력: 학사 - 유관업무 경력 3년 이상, 석사이상 – 신입 이상-컴퓨터 비전/딥러닝/머신러닝 알고리즘 의 연구 경험- Java, C++, Python, Pytorch 등의 풍부한 관련 언어 프로그래밍 경험- Keras, Tensorflow, PyTorch 등의 최신 머신러닝 프레임워크 경험-필수제출서류: 이력서 및 포트폴리오, 학부/대학원 성적표(면접 시 지참)우대사항 :-탑티어 AI관련 논문출판 또는 AI 대회 수상경력 (ex. CVPR, ICCV, ECCV, NeurlPS, ICML, ICLR, etc.)

1 명





근무조건
고용형태: 정규직급여조건: 연봉 협의 후 결정


전형단계 및 제출서류
전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격추가 제출서류국문이력서, 경력기술서, 자기소개서


접수방법
채용시
접수방법: 인크루트 채용시스템, 이메일접수양식: 인크루트 이력서, 자유양식


기타 유의사항

입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.











",584,"['로봇', '논문', '딥러닝', 'Python', '알고리즘', '분석', 'AI', '학사', '포트폴리오', '데이터', '머신러닝', '비전', 'Tensorflow', 'C', '인공지능']"
(주)벤처피플,경력4~15년,-, 서울특별시 강남구 테헤란로87길 36 2305호 ,딥러닝,빅데이터·AI(인공지능),"


[ 대기업 ] Data Scientist - 인크루트 채용















[ 대기업 ] Data Scientist 모집부문 및 자격요건
■ AI 분석과제 발굴 및 정의- 유관 부서와 협업을 통한 개선 과제 발굴- Data 분석을 통한 솔루션 기획 ■ ML/DL 등을 활용한 모델링- Big Data 수집 및 분석- 최신 AI 관련 기술을 포함한 다양한 ML/DL 알고리즘에 대한 이해를 바탕으로 분석 기획, 모델링, 자동화 등 업무 수행- Data 셋에 적용 가능한 알고리즘 및 분석 모형 검증- 물류 현장운영 최적화 및 시장동향(수요/물동/운임) 예측 모형 개발, 시각화- 분석 모형 모니터링을 통한 모형 평가 및 개선 ■ 분석 모형 배포 및 운영- 현장 업무에 적용한 모형/Data의 성능 모니터링 및 검증- 유관부서 협업을 통한 개선활동- AI 과제 관리 및 실행 Playbook의 업데이트를 통한 지식/경험 자산화
- 학사 이상- 전공: 통계학, 수학, 공학(그외 AI 또는 Data 관련 전공) [필요 Skill]- Product 또는 알고리즘 개발 기반 문제해결 역량- 대용량 Data 처리 및 인사이트 추출 위한 통계분석 및 Data 처리 언어(R, Phython, SQL 등) 활용 역량- 머신러닝, 딥러닝 기술 지식 기반 기업 내/외부의 문제 해결 적용 경험- 통계적 Data 처리 지식 및 경험(GLM/regression, random Forest, LSTM, boosting, trees, text mining, image analysis 등)​ [우대사항]- 3rd party 웹서비스 사용 경험자(구글, 페이스북, Databricks 등)- Cloud(GCP) 기반의 Data 관리 및 운영 경험자- Data 아키텍처 디자인 및 개발 경험 보유자(Data pipeline, data mart, data 모델 표준화 등)- Tableau, SAP BO, MS power BI 기반의 Data 시각화 기술 보유자- 신기술/트렌드 발굴 경험 보유자- 커뮤니케이션 능력 보유자- 비즈니스 영어 가능자0 명





근무조건
급여조건: 연봉 연봉범위


전형단계 및 제출서류
전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격추가 제출서류이력서에 연락처, 희망연봉 기재제출한 서류는 일체 반환하지 않음이력서, 자기소개서서류전형, 면접전형


접수방법
채용시까지
접수방법: 인크루트 채용시스템접수양식: 인크루트 이력서


기타 유의사항

입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.








GMTY언어를 감지갈리시아어구자라트어그루지야어그리스어네덜란드어네팔어노르웨이어덴마크어독일어라오어라트비아어라틴어러시아어루마니아어룩셈부르크어리투아니아어마라티어마오리어마케도니아어말라가시어말라얄람어말레이어몰타어몽골어몽족미얀마어 (버마어)바스크어베트남어벨로루시어벵골의보스니아어불가리아어사모아어세르비아어세부아노세소토어소말리아어쇼나어순다어스와힐리어스웨덴어스코틀랜드 게일어스페인어슬로바키아어슬로베니아어신디어신할라어아랍어아르메니아어아이슬란드어아이티 프랑스 말아일랜드어아제르바이잔어아프리칸스어알바니아어암하라어에스토니아어에스페란토 말영어요루바어우르두어우즈베크어우크라이나어웨일즈어이그보어이디시어이탈리아어인도네시아어일본어자바어줄루어중국어(간체)중국어(번체)체와어체코어카자흐어카탈로니아어칸나다어코르시카어코사어쿠르드어 (Kurmanji)쿠르드어 (Sorani)크로아티아어크메르어키르기스어타갈로그어타밀어타직어타타르어태국어터키어텔루구어파슈토어펀자브어페르시아어포르투갈어폴란드어프랑스어프리지아어핀란드어하와이 사람하우사어한국어헝가리어히브리어힌디어한국어영어-------- [ 모든 ] --------갈리시아어구자라트어그루지야어그리스어네덜란드어네팔어노르웨이어덴마크어독일어라오어라트비아어라틴어러시아어루마니아어룩셈부르크어리투아니아어마라티어마오리어마케도니아어말라가시어말라얄람어말레이어몰타어몽골어몽족미얀마어 (버마어)바스크어베트남어벨로루시어벵골의보스니아어불가리아어사모아어세르비아어세부아노세소토어소말리아어쇼나어순다어스와힐리어스웨덴어스코틀랜드 게일어스페인어슬로바키아어슬로베니아어신디어신할라어아랍어아르메니아어아이슬란드어아이티 프랑스 말아일랜드어아제르바이잔어아프리칸스어알바니아어암하라어에스토니아어에스페란토 말영어요루바어우르두어우즈베크어우크라이나어웨일즈어이그보어이디시어이탈리아어인도네시아어일본어자바어줄루어중국어(간체)중국어(번체)체와어체코어카자흐어카탈로니아어칸나다어코르시카어코사어쿠르드어 (Kurmanji)쿠르드어 (Sorani)크로아티아어크메르어키르기스어타갈로그어타밀어타직어타타르어태국어터키어텔루구어파슈토어펀자브어페르시아어포르투갈어폴란드어프랑스어프리지아어핀란드어하와이 사람하우사어한국어헝가리어히브리어힌디어 음성 기능은 200자로 제한됨옵션 : 역사 : 피드백 : Donate닫기






",585,"['딥러닝', '영어', '알고리즘', '분석', '기획', 'AI', 'R', '학사', 'Data', '머신러닝', '공학', 'data']"
맨쉬컨설팅주식회사,경력(연차무관),-," 서울특별시 강남구 테헤란로16길 9 2 ~ 5층(주동빌딩, 역삼동) ",딥러닝,응용프로그래머,"


머신러닝 엔지니어 asap - 인크루트 채용
















맨쉬컨설팅주식회사
머신러닝 엔지니어 asap



모집부문 및 자격요건






담당업무
자격요건
인원





[근무부서 및 직급/직책]직급/직책: 사원, 팀원, 대리, 파트장, 과장, 팀장, 차장


[자격요건]경력사항: 경력(연차무관)학력사항: 대학교(4년)졸업 이상머신러닝 리서처 

- Role & Responsibility    . 딥러닝 머신비전 기반의 결함, 이상
검출 기술 개발    . 딥러닝 머신비전 솔루션 아키텍쳐 설계 및 개발    . 최신 딥러닝 머신비전 알고리즘 연구
(지도 및 비지도 학습)

- Requirements    .  최신 머신비전 논문을 이해하고 구현할 수 있는 역량    . Python, TensorFlow,
PyTorch, C/C++, TensorRT 등 프로그래밍
실무 역량    . 주위 동료와 오픈 마인드로 의사소통하며 문제를 해결할 수 있는 communication 역량    . 논리적으로 문제의 원인을 찾고, 끈기
있게 문제를 끝까지 해결하는 문제해결 역량    . 새로운 지식을 빠르게 습득할 수 있는 학습 역량    . 스스로의 업무 standard 를
높게 설정하고, 본인을 자기관리할 수 있는 프로의식    . CUDA 프로그래밍 역량, 유관 전공
석박사 학위 보유자 우대 - 기타: 역량이 우수한 초기 멤버에게는
스톡 옵션 차등 제공- 국내1위투자사 퓨처플레이로부터 투자유치완료
및 지속 투자 예정.- 2021년내 TIPS 프로그램 지원예정- 대기업 계열사와 머신비전 sw package 공급
계약 체결완료 및 21년 해외 고객사 확보예상- 삼성전자출신의 머신러닝분야 탑티어출신 대표분이라 많이 배우실수 있는 스타트업입니다.- 요구경력 – 사원급부터 부장급까지 학사
석사 박사 출신 안가리고 도전 바랍니다.

근무지 : 양재시민의 숲역  인근 - 채용 과정: CV, 포트폴리오 제출  -> 서류 심사 -> 기술 및 인사 면접 -> 결과 통지  
국문이력서와 포트폴리오를 human@menschconsulting.co.kr******@*******.***  로 지원바랍니다.

2 명





근무조건
고용형태: 정규직급여조건: 연봉 협의 후 결정


전형단계 및 제출서류
전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격추가 제출서류이력서에 연락처, 희망연봉 기재제출한 서류는 일체 반환하지 않음이력서, 자기소개서 포트폴리오서류전형, 면접전형


접수방법
채용시
접수방법:  이메일접수양식: 자유양식


기타 유의사항

입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.














",586,"['Python', '딥러닝', '설계', '알고리즘', '박사', '학위', '학사', '포트폴리오', 'sw', '엔지니어', '머신러닝', 'TensorFlow', 'C', '석사']"
(주)에이치알그룹,경력3년↑,-,서울 서초구 서초동 1340-6 남강빌딩 11층,딥러닝,네트워크·서버·보안,"


솔루션파트 백엔드개발자 - 인크루트 채용













 프론트엔드 개발- 3년이상- 기존 서비스의 개선과 신규 서비스의 UI, 기능을 설계 및 개발 [경력] : 2년이상[담당업무]- 백엔드 개발- 딥러닝 모델 기반의 제품/서비스의 backend application 설계 및 개발- REST API 설계 및 구현- DB 설계 및 구현- 딥러닝 모델의 패키징 및 배포- 기존 솔루션 유지보수 및 고도화[지원자격] :- Python 개발 경험- Django 개발 경험- 네트워크 관련 기본 지식 보유- DBMS/ORM 설계 및 개발 경험 보유[우대사항] : - 2년 이상의 개발 경력 보유- Flask 사용 경험- 풀스택 개발자- DICOM format에 대한 이해를 보유- C#(WFP)[Language]Python 3.x[Backend]DjangoDjango REST framework[DB]PostgresqlRedisSqlite3서류접수E-mail : kschoi@hrkorea.co.kr******@*******.***담당 : HRKorea최경숙부사장Tel : ***-****-****






",587,"['Python', '딥러닝', '설계', '네트워크', 'C', '백엔드']"
주식회사 경연파트너스,신입/경력4~12년,-," 서울특별시 금천구 디지털로9길 46 (가산동,이앤씨드림타워7차) ",딥러닝,응용프로그래머,"


대기업계열 모빌리티 데이터 분석 모델 개발 (신입/경력) - 인크루트 채용













[담당업무]
AI 학습을 위한 데이터 분석 모델을 개발하고 이를 위해 필요한 ETL 포함 데이터 가공 파이프라인을 개발합니다. 점진적으로 전처리를 다양한 수준으로 자동화 하는 것을 목표로 합니다.
- DB 설계 및 구축
- 데이터 분석 및 통계 처리
- 머신러닝/딥러닝을 위한 데이터 분석 및 가공, 전처리

[자격 요건]
- C/C++, Python 개발 경력
- 공간 정보에 대한 이해 보유

[기술 스택]
- OS: Windows, Linux
- 개발언어: C/C++, SQL, Python
- Tool: Visual Studio, MSSQL 등 DBMS 관련 툴

[우대 사항]
- 해당 직무 유경험자
- 전산학/데이터베이스/통계 관련 전공 석/박사
- 차량 IT 관련 개발 업무 유경험자
- 머신러닝, 딥러닝 모델 개발 경험







",588,"['IT', 'Linux', '딥러닝', 'Python', '설계', '분석', 'AI', '박사', '데이터', '머신러닝', 'C']"
코난테크놀로지,신입/경력(연차무관),-," 서울특별시 서초구 강남대로 327 6층,7층 (서초동) ",딥러닝,"ERP·시스템분석·설계, 빅데이터·AI(인공지능)","


대규모 언어모델(LLM) 개발 - 인크루트 채용













❖ 주요 업무•  대규모 언어모델 개발• 파인튜닝, 강화학습 기술 개발• 관련 최신 기술 조사 및 검증❖ 자격 요건• 학사 이상• 딥러닝 프레임워크 및 학습 역량• 최신 기술 조사와 논문 리뷰에 어려움이 없으신 분• 자기주도/완결형 연구개발 역량❖ 우대 사항• 언어모델을 사용한 프로젝트 경험• 대규모 언어모델에 대한 이해도가 높으신 분• 컴퓨터/인공지능/통계/수학 전공❖ 채용 절차• 서류 → 코딩테스트 → 실무진 면접 → 임원 면접 → 처우 협의 및 최종 합격






",589,"['논문', '딥러닝', '학사', '프로젝트', '인공지능']"
(주)에이치알그룹,경력2년↑,-,(137-070) 서울 서초구 서초동 1340-6 남강빌딩 11층 ,딥러닝,웹프로그래머,"


백엔드개발자 (2년이상) - 인크루트 채용













[담당업무]- 백엔드 개발- 딥러닝 모델 기반의 제품/서비스의 backend application 설계 및 개발- REST API 설계 및 구현- DB 설계 및 구현- 딥러닝 모델의 패키징 및 배포- 기존 솔루션 유지보수 및 고도화 [지원자격]- Python 개발 경험- Django 개발 경험- 네트워크 관련 기본 지식 보유- DBMS/ORM 설계 및 개발 경험 보유 [우대사항] - 2년 이상의 개발 경력 보유- Flask 사용 경험- 풀스택 개발자- DICOM format에 대한 이해를 보유- C#(WFP) [서류접수]이메일 : kschoi@hrkorea.co.kr******@*******.***담당 : HRKorea 최경숙 부사장
Tel : ***-****-****






",590,"['Python', '딥러닝', '설계', '네트워크', 'C', '백엔드']"
