순위,기업이름,분야,평점,연봉
1934,한국펀드평가 ,서비스업,3.1,3643
1935,한국후지쯔 ,IT/웹/통신,3.1,4685
1936,허브디앤씨 ,IT/웹/통신,3.1,2796
1937,(사)대덕이노폴리스벤처협회 ,기관/협회,3.1,3583
1938,(사)한국국제기아대책기구 ,기관/협회,3.1,3195
1939,(재)그린피스 ,기관/협회,3.1,3769
1940,달콤한고래들 ,제조/화학,3.1,3419
1941,도도커뮤니케이션 ,미디어/디자인,3.1,2727
1942,스페이스애드 ,미디어/디자인,3.1,4562
1943,엠로 ,IT/웹/통신,3.1,4259
1944,엠투소프트 ,IT/웹/통신,3.1,3162
1945,온고테크 ,IT/웹/통신,3.1,3032
1946,웃샘 ,건설업,3.1,3457
1947,유브릿지 ,제조/화학,3.1,3709
1948,이즈파크 ,IT/웹/통신,3.1,3903
1949,코그넷나인 ,IT/웹/통신,3.1,4213
1950,코리아인 ,서비스업,3.1,3139
1951,퀄슨 ,IT/웹/통신,3.1,3920
1952,티에프이 ,제조/화학,3.1,3798
1953,파수 ,IT/웹/통신,3.1,4296
1954,포스코에이앤씨건축사사무소 ,건설업,3.1,4390
1955,피앰아이 ,기관/협회,3.1,3655
1956,그랜드코리아레저 ,서비스업,3.1,4218
1957,네오뉴트라 ,의료/제약/복지,3.1,3479
1958,대전교통공사 ,유통/무역/운송,3.1,3359
1959,더블유티테크놀로지코리아 ,제조/화학,3.1,4571
1960,링크플로우 ,제조/화학,3.1,3268
1961,모비두 ,IT/웹/통신,3.1,4168
1962,삼진제약 ,의료/제약/복지,3.1,4933
1963,아파트멘터리 ,미디어/디자인,3.1,3584
1964,에스엘미러텍 ,제조/화학,3.1,5248
1965,에스케이바이오팜 ,의료/제약/복지,3.1,5676
1966,에스케이에프코리아 ,제조/화학,3.1,4616
1967,에스케이텔링크 ,IT/웹/통신,3.1,4752
1968,엘에스웨어 ,IT/웹/통신,3.1,3593
1969,엘지디스플레이 ,제조/화학,3.1,5022
1970,엘지엔시스 ,유통/무역/운송,3.1,4652
1971,유엔젤 ,IT/웹/통신,3.1,3990
1972,의료법인삼성의료재단 강북삼성병원 ,의료/제약/복지,3.1,4182
1973,제일모직 ,유통/무역/운송,3.1,5410
1974,째깍악어 ,교육업,3.1,3902
1975,크로바케미칼 ,제조/화학,3.1,3803
1976,피에스케이홀딩스 ,제조/화학,3.1,4264
1977,한국청소년활동진흥원 ,기관/협회,3.1,3200
1978,행복나래 ,유통/무역/운송,3.1,3912
1979,현대캐피탈 ,은행/금융업,3.1,5427
1980,(재)경기문화재단 ,서비스업,3.1,2768
1981,대덕넷 ,IT/웹/통신,3.1,2898
1982,바이오다인 ,의료/제약/복지,3.1,6049
1983,빌트온 ,IT/웹/통신,3.1,3152
1984,씨티알 ,제조/화학,3.1,4636
1985,알스퀘어 ,IT/웹/통신,3.1,4106
1986,오이솔루션 ,제조/화학,3.1,3403
1987,조이시티 ,IT/웹/통신,3.1,4154
1988,트리플하이엠 ,미디어/디자인,3.1,2807
1989,픽스미디어 ,미디어/디자인,3.1,2497
1990,핀크 ,은행/금융업,3.1,5323
1991,핸디즈 ,서비스업,3.1,3830
1992,LG전자 ,제조/화학,3.1,5316
1993,경기관광공사 ,기관/협회,3.1,3073
1994,국립교통재활병원 ,의료/제약/복지,3.1,3834
1995,대상에프앤에프 ,제조/화학,3.1,3241
1996,대한민국 해병대 ,기관/협회,3.1,3862
1997,도레이첨단소재 ,제조/화학,3.1,4970
1998,동성엔지니어링 ,건설업,3.1,4035
1999,뤼이드 ,IT/웹/통신,3.1,5212
2000,부산문화방송 ,미디어/디자인,3.1,2298
2001,빅픽처인터렉티브 ,교육업,3.1,3780
2002,세븐스프링스 ,서비스업,3.1,3022
2003,세이브더칠드런코리아 ,의료/제약/복지,3.1,3278
2004,스카이칠십이 ,서비스업,3.1,4293
2005,아트라스콥코코리아 ,유통/무역/운송,3.1,4618
2006,엘리오앤컴퍼니 ,기관/협회,3.1,6085
2007,오티아이 ,IT/웹/통신,3.1,3591
2008,옵티시스 ,제조/화학,3.1,3932
2009,원진성형외과 ,의료/제약/복지,3.1,2721
2010,이수화학 ,제조/화학,3.1,5707
2011,인터브랜드 ,기관/협회,3.1,4239
2012,인픽스 ,IT/웹/통신,3.1,3275
2013,자트코코리아엔지니어링 ,기관/협회,3.1,4553
2014,청주대학교 ,교육업,3.1,3867
2015,하이드로텍 ,제조/화학,3.1,3306
2016,한화오션 ,제조/화학,3.1,4747
2017,현대에이치디에스 ,IT/웹/통신,3.1,4961
2018,나인후르츠미디어 ,미디어/디자인,3.1,2912
2019,녹십자 ,의료/제약/복지,3.1,4539
2020,더캐리 ,유통/무역/운송,3.1,3619
2021,레디엔터테인먼트 ,미디어/디자인,3.1,2765
2022,맥키스컴퍼니 ,제조/화학,3.1,3764
2023,문화일보 ,미디어/디자인,3.1,4740
2024,밸류엔지니어링 ,제조/화학,3.1,3674
2025,세아특수강 ,제조/화학,3.1,4742
2026,십사일동안 ,서비스업,3.1,2805
2027,아이아이컴바인드 ,제조/화학,3.1,3784
2028,에이원퍼포먼스팩토리 ,미디어/디자인,3.1,3677
2029,엠투디지털 ,미디어/디자인,3.1,3328
2030,웅진 ,IT/웹/통신,3.1,4408
2031,이녹스첨단소재 ,제조/화학,3.1,4674
2032,인성디지탈 ,IT/웹/통신,3.1,3873
2033,인코어드테크놀로지스 ,IT/웹/통신,3.1,4053
2034,인터오리진 ,미디어/디자인,3.1,2674
2035,케이에스넷 ,IT/웹/통신,3.1,3825
2036,트릿지 ,IT/웹/통신,3.1,4567
2037,파운트 ,IT/웹/통신,3.1,4011
2038,포스코와이드 ,서비스업,3.1,4364
2039,강원대학교병원 ,의료/제약/복지,3.1,3243
2040,경기도의료원 ,의료/제약/복지,3.1,3073
2041,광동제약 ,의료/제약/복지,3.1,5125
2042,그랑몬스터 ,미디어/디자인,3.1,3825
2043,김대중컨벤션센터 ,기관/협회,3.1,3007
2044,델파이코리아(유) ,제조/화학,3.1,5463
2045,두산산업차량 ,제조/화학,3.1,5146
2046,마이크로인피니티 ,제조/화학,3.1,3568
2047,모두투어네트워크 ,서비스업,3.1,3598
2048,바나플(유) ,IT/웹/통신,3.1,3671
2049,범주해운 ,유통/무역/운송,3.1,3613
2050,보훈공단 중앙보훈병원 ,의료/제약/복지,3.1,3952
2051,브룩스오토메이션아시아 ,제조/화학,3.1,4035
2052,새얀아이엔씨 ,IT/웹/통신,3.1,2819
2053,서울대학교 대학원 ,교육업,3.1,1716
2054,쏠리드 ,제조/화학,3.1,3990
2055,아모스프로페셔널 ,유통/무역/운송,3.1,4611
2056,애니펜 ,IT/웹/통신,3.1,3400
2057,에스큐아이소프트 ,IT/웹/통신,3.1,3349
2058,에이치엘만도 ,제조/화학,3.1,5855
2059,월드베스트로지스틱스 ,유통/무역/운송,3.1,4407
2060,유사나헬스사이언스코리아(유) ,유통/무역/운송,3.1,3329
2061,율촌 ,제조/화학,3.1,3542
2062,이음소시어스 ,IT/웹/통신,3.1,3195
2063,인하대학교의과대학부속병원 ,의료/제약/복지,3.1,4164
2064,주커피 ,유통/무역/운송,3.1,1922
2065,충남대학교병원 ,의료/제약/복지,3.1,3734
2066,키자니아 ,서비스업,3.1,3419
2067,파워보이스 ,IT/웹/통신,3.1,3717
2068,한국금융연수원(사) ,교육업,3.1,6541
2069,한국비즈지원협회 ,미디어/디자인,3.1,4200
2070,한국식품안전관리인증원 ,기관/협회,3.1,3412
2071,한성대학교 ,교육업,3.1,3352
2072,한전의료재단(의) 한일병원 ,의료/제약/복지,3.1,3283
2073,현대글로비스 ,유통/무역/운송,3.1,5248
2074,현대로템 ,제조/화학,3.1,5148
2075,현대산업개발 ,건설업,3.1,5012
2076,호텔패스글로벌 ,서비스업,3.1,3122
2077,홈앤서비스 ,건설업,3.1,3868
2078,(사)경남경영자총협회 ,서비스업,3.1,3629
2079,(사)제이에이코리아 ,교육업,3.1,2793
2080,LX인터내셔널 ,유통/무역/운송,3.1,5817
2081,골프존뉴딘홀딩스 ,유통/무역/운송,3.1,5237
2082,그렙 ,IT/웹/통신,3.1,4882
2083,더블유아일랜드 ,유통/무역/운송,3.1,2767
2084,더퍼스트터치 ,제조/화학,3.1,3212
2085,마켓디자이너스 ,IT/웹/통신,3.1,3912
2086,바우라움 ,IT/웹/통신,3.1,4286
2087,뱅코 ,IT/웹/통신,3.1,3311
2088,샘파트너스 ,미디어/디자인,3.1,3588
2089,씨앤비코스메틱 ,제조/화학,3.1,2970
2090,씨에스리더 ,서비스업,3.1,3015
2091,아파트너스 ,IT/웹/통신,3.1,0
2092,엔에이치엔벅스 ,미디어/디자인,3.1,3869
2093,캐플릭스 ,IT/웹/통신,3.1,3634
2094,코스비전 ,제조/화학,3.1,3334
2095,파우컴퍼니 ,유통/무역/운송,3.1,3133
2096,포더비전 ,IT/웹/통신,3.1,3547
2097,해긴 ,IT/웹/통신,3.1,3725
2098,교보핫트랙스 ,유통/무역/운송,3.1,3921
2099,굿모닝아이텍 ,IT/웹/통신,3.1,3734
2100,굿잡아카데미컴퓨터아트학원 ,교육업,3.1,2697
2101,네오트랜스 ,유통/무역/운송,3.1,4289
2102,대주회계법인 ,기관/협회,3.1,3081
2103,더블유에스오디올로지코리아(유) ,제조/화학,3.1,3319
2104,동국산업 ,제조/화학,3.1,4466
2105,동양생명보험 ,은행/금융업,3.1,4839
2106,랑세스코리아(유) ,제조/화학,3.1,4146
2107,배달통 ,IT/웹/통신,3.1,7750
2108,삼성화재해상보험 SRA ,은행/금융업,3.1,4712
2109,아토머스 ,IT/웹/통신,3.1,3364
2110,엑세스커뮤니케이션앤컨설팅 ,미디어/디자인,3.1,3710
2111,엑셀리스코리아 ,유통/무역/운송,3.1,4384
2112,오렌지라이프생명보험 ,은행/금융업,3.1,5016
2113,위시컴퍼니 ,유통/무역/운송,3.1,3803
2114,케이티스카이라이프 ,미디어/디자인,3.1,4626
2115,팀윙크 ,IT/웹/통신,3.1,4396
2116,폴라리스쉬핑 ,유통/무역/운송,3.1,5305
2117,피에스테크놀러지 ,제조/화학,3.1,3512
2118,한겨레신문 ,미디어/디자인,3.1,4059
2119,한양대학교 산학협력단 ,서비스업,3.1,3358
2120,한진해운 ,유통/무역/운송,3.1,5653
2121,한화엘앤씨 ,제조/화학,3.1,4550
2122,해운대그랜드호텔 ,서비스업,3.1,3255
2123,현대영어사 ,미디어/디자인,3.1,3655
2124,혜원까치종합건축사사무소 ,건설업,3.1,3281
2125,히어닷컴코리아(유) ,유통/무역/운송,3.1,4415
2126,더파운더즈 ,제조/화학,3.1,4057
2127,드림인사이트 ,IT/웹/통신,3.1,3162
2128,라티스글로벌커뮤니케이션스 ,IT/웹/통신,3.1,3082
2129,로앤컴퍼니 ,기관/협회,3.1,4397
2130,리스크제로 ,IT/웹/통신,3.1,4347
2131,보령 ,의료/제약/복지,3.1,4780
2132,비상교육 ,미디어/디자인,3.1,3726
2133,샌드박스네트워크 ,IT/웹/통신,3.1,3972
2134,센트비 ,은행/금융업,3.1,3853
2135,센트온 ,제조/화학,3.1,3594
2136,쉥커코리아 ,유통/무역/운송,3.1,4151
2137,슈퍼캣 ,IT/웹/통신,3.1,4661
2138,신세계톰보이 ,유통/무역/운송,3.1,3905
2139,에스비아이저축은행 ,은행/금융업,3.1,5090
2140,에프엠커뮤니케이션즈 ,서비스업,3.1,3850
2141,영서물산 ,제조/화학,3.1,2963
2142,원티드랩 ,IT/웹/통신,3.1,4912
2143,유니트론텍 ,유통/무역/운송,3.1,4268
2144,이수페타시스 ,제조/화학,3.1,5025
2145,이챕터스 ,교육업,3.1,2363
2146,코스트코코리아 ,유통/무역/운송,3.1,3498
2147,플립커뮤니케이션즈 ,IT/웹/통신,3.1,3705
2148,한국경제신문 ,미디어/디자인,3.1,3709
2149,한솥 ,서비스업,3.1,3361
2150,건설근로자공제회 ,은행/금융업,3.1,4237
2151,계명대학교 산학협력단 ,교육업,3.1,2358
2152,고려은단헬스케어 ,제조/화학,3.1,3244
2153,나인파이브 ,미디어/디자인,3.1,2959
2154,네오그라프 ,IT/웹/통신,3.1,2578
2155,넷마블네오 ,IT/웹/통신,3.1,4627
2156,대한송유관공사 ,유통/무역/운송,3.1,3790
2157,대한체육회(사) ,기관/협회,3.1,3173
2158,도루코 ,유통/무역/운송,3.1,4554
2159,보보스링크 ,서비스업,3.1,3172
2160,북큐브네트웍스 ,유통/무역/운송,3.1,2934
2161,새롬씨앤씨 ,IT/웹/통신,3.1,3694
2162,슈어소프트테크 ,IT/웹/통신,3.1,3943
2163,시공테크 ,미디어/디자인,3.1,3654
2164,아이엠에스모빌리티 ,IT/웹/통신,3.1,3639
2165,아토텍코리아 ,제조/화학,3.1,4059
2166,엠씨아이글로벌로지스틱스 ,유통/무역/운송,3.1,3170
2167,위지트 ,제조/화학,3.1,3652
2168,이글버그만코리아 ,제조/화학,3.1,3392
2169,이지위드 ,IT/웹/통신,3.1,3592
2170,지멘스인더스트리소프트웨어 ,IT/웹/통신,3.1,5333
2171,칼자이스 ,유통/무역/운송,3.1,4709
2172,캐터필라정밀씰 ,제조/화학,3.1,5478
2173,케이엠디지텍 ,제조/화학,3.1,3180
2174,코우치코리아리미티드(유) ,유통/무역/운송,3.1,3111
2175,코코몽키즈랜드 (매장) ,서비스업,3.1,2898
2176,킹스정보통신 ,IT/웹/통신,3.1,3242
2177,플리토 ,IT/웹/통신,3.1,3755
2178,한화에어로스페이스 ,제조/화학,3.1,5200
2179,흥국자산운용 ,은행/금융업,3.1,4909
2180,날리지웍스 ,기관/협회,3.1,4218
2181,단비교육 ,교육업,3.1,3700
2182,드림씨아이에스 ,의료/제약/복지,3.1,4065
2183,롯데닷컴 ,IT/웹/통신,3.1,4089
2184,브릭 ,IT/웹/통신,3.1,3927
2185,솔탑 ,IT/웹/통신,3.1,4445
2186,아이피케이 ,제조/화학,3.1,5245
2187,에셈컴퍼니 ,유통/무역/운송,3.1,3330
2188,에이에스피엔 ,IT/웹/통신,3.1,3657
2189,에코시안 ,IT/웹/통신,3.1,3577
2190,와이솔 ,제조/화학,3.1,4483
2191,웨인테크놀로지 ,IT/웹/통신,3.1,2977
2192,일레븐코퍼레이션 ,제조/화학,3.1,3734
2193,일진글로벌홀딩스 ,제조/화학,3.1,4899
2194,지에이코리아 ,서비스업,3.1,4278
2195,카브루 ,제조/화학,3.1,3359
2196,케이알엠 ,제조/화학,3.1,4672
2197,키다리스튜디오 ,IT/웹/통신,3.1,3948
2198,파트라 ,제조/화학,3.1,3197
2199,폴라리스오피스 ,IT/웹/통신,3.1,4128
2200,혁산정보시스템 ,IT/웹/통신,3.1,4359
2201,농업회사법인만나씨이에이 ,제조/화학,3.1,3261
2202,두원중공업 ,제조/화학,3.1,5207
2203,디아이지에어가스 ,제조/화학,3.1,5104
2204,디에스티인터내셔날 ,IT/웹/통신,3.1,3992
2205,디엔에프 ,제조/화학,3.1,3939
2206,롯데건설 ,건설업,3.1,5760
2207,리눅스데이타시스템 ,IT/웹/통신,3.1,3167
2208,리인터내셔널특허법률사무소 ,기관/협회,3.1,3146
2209,비유에스 ,유통/무역/운송,3.1,4150
2210,서울대학교치과병원 ,의료/제약/복지,3.1,4218
2211,세무법인세이브택스 ,기관/협회,3.1,2831
2212,수산업협동조합중앙회 ,은행/금융업,3.1,4915
2213,안양시청 ,기관/협회,3.1,2851
2214,에코네트워크 ,서비스업,3.1,3728
2215,열린기술 ,IT/웹/통신,3.1,3686
2216,웰게이트 ,IT/웹/통신,3.1,2982
2217,유니호저리 ,유통/무역/운송,3.1,2410
2218,인덕회계법인 ,기관/협회,3.1,3015
2219,제이에스알마이크로코리아 ,제조/화학,3.1,4091
2220,조광요턴 ,제조/화학,3.1,3843
2221,캐논쎄미콘덕터엔지니어링코리아 ,제조/화학,3.1,4687
2222,케이에스엠기술 ,건설업,3.1,3689
2223,코린도 ,제조/화학,3.1,6234
2224,평화드림 ,유통/무역/운송,3.1,3297
2225,피코노스아시아 ,건설업,3.1,3091
2226,한국알박 ,제조/화학,3.1,4037
2227,한국오에스지 ,제조/화학,3.1,3689
2228,한올바이오파마 ,의료/제약/복지,3.1,4516
2229,휘슬러코리아 ,유통/무역/운송,3.1,4817
2230,닥터스랩 ,제조/화학,3.1,3041
2231,디앤오 ,서비스업,3.1,4305
2232,렌딧 ,IT/웹/통신,3.1,4686
2233,미래엔서해에너지 ,제조/화학,3.1,3483
2234,바이오인프라생명과학 ,의료/제약/복지,3.1,3515
2235,봄바람 ,미디어/디자인,3.1,3155
2236,비와이즈 ,교육업,3.1,2624
2237,비책 ,미디어/디자인,3.1,2840
2238,비플 ,IT/웹/통신,3.1,3240
2239,시큐아이 ,IT/웹/통신,3.1,4899
2240,아이비라인 ,미디어/디자인,3.1,2566
2241,에버스핀 ,IT/웹/통신,3.1,4110
2242,엘에치이 ,제조/화학,3.1,4411
2243,와이브레인 ,의료/제약/복지,3.1,4836
2244,유피소프트 ,IT/웹/통신,3.1,2837
2245,이노와이어리스 ,제조/화학,3.1,4101
2246,칸타코리아 ,기관/협회,3.1,4613
2247,탈잉 ,IT/웹/통신,3.1,3945
2248,트랜드메카 ,유통/무역/운송,3.1,3179
2249,페이히어 ,IT/웹/통신,3.1,4622
2250,대양전기공업 ,제조/화학,3.1,4060
2251,동인중공업 ,제조/화학,3.1,3472
2252,메타커뮤니케이션즈 ,미디어/디자인,3.1,2951
2253,명지전문대학교 ,교육업,3.1,4504
2254,산리츠코리아 ,제조/화학,3.1,3856
2255,삼정 ,기관/협회,3.1,5006
2256,성남도시개발공사 ,기관/협회,3.1,3802
2257,세일즈웍스 코리아(유) ,서비스업,3.1,2827
2258,신한생명보험 ,은행/금융업,3.1,6140
2259,에스엔엔씨 ,제조/화학,3.1,5092
2260,에스엠티정보기술 ,유통/무역/운송,3.1,3333
2261,에스케이커뮤니케이션즈 ,IT/웹/통신,3.1,4759
2262,에이피위성 ,제조/화학,3.1,4052
2263,엔라이튼 ,IT/웹/통신,3.1,4278
2264,인피니언테크놀로지스파워세미텍 ,제조/화학,3.1,4608
2265,자동차부품연구원 ,기관/협회,3.1,3711
2266,자이에스앤디 ,건설업,3.1,4630
2267,제이더블유생명과학 ,의료/제약/복지,3.1,4529
2268,카길애그리퓨리나 ,제조/화학,3.1,4439
2269,코오롱글로벌 ,건설업,3.1,5214
2270,크린팩토메이션 ,제조/화학,3.1,3523
2271,한국다케다제약 ,유통/무역/운송,3.1,5660
2272,한국방송통신대학교 ,교육업,3.1,2590
2273,한국쯔바키모토오토모티브 ,제조/화학,3.1,3629
2274,화성산업 ,건설업,3.1,3850
2275,휘닉스평창 ,서비스업,3.1,3195
2276,11시11분 ,IT/웹/통신,3.1,3079
2277,LF ,제조/화학,3.1,5294
2278,꿈비 ,제조/화학,3.1,3128
2279,다림티센 ,의료/제약/복지,3.1,4418
2280,더스윙 ,서비스업,3.1,3295
2281,레뷰코퍼레이션 ,미디어/디자인,3.1,3223
2282,로드컴플릿 ,IT/웹/통신,3.1,3890
2283,링크샵스 ,IT/웹/통신,3.1,3491
2284,벽산 ,제조/화학,3.1,4492
2285,비디오몬스터 ,IT/웹/통신,3.1,3175
2286,삼우에프앤지 ,유통/무역/운송,3.1,3062
2287,스탠다드뱅크 ,제조/화학,3.1,2889
2288,싸이버원 ,IT/웹/통신,3.1,3446
2289,아이랩미디어 ,IT/웹/통신,3.1,4082
2290,아이티센 ,IT/웹/통신,3.1,4071
2291,알에스인터렉티브 ,IT/웹/통신,3.1,3689
2292,에이플러스비 ,유통/무역/운송,3.1,4223
2293,에코앤파트너스 ,기관/협회,3.1,4535
2294,엔코아 ,IT/웹/통신,3.1,5486
2295,오베네프 ,IT/웹/통신,3.1,2831
2296,오토닉스 ,제조/화학,3.1,5045
2297,오픈오브젝트 ,IT/웹/통신,3.1,3703
2298,지엔텔 ,제조/화학,3.1,3903
2299,건국대학교병원 ,의료/제약/복지,3.1,4355
2300,경남은행 ,은행/금융업,3.1,5685
2301,경희의료원 ,의료/제약/복지,3.1,4120
2302,고려신소재산업 ,유통/무역/운송,3.1,3449
2303,국립공원공단 ,서비스업,3.1,3507
2304,굿어스 ,IT/웹/통신,3.1,3644
2305,데이터워즈코리아(유) ,IT/웹/통신,3.1,4567
2306,람다256 ,IT/웹/통신,3.1,5414
2307,브리티쉬아메리칸토바코코리아 ,유통/무역/운송,3.1,5718
2308,사빅코리아 ,제조/화학,3.1,6861
2309,서울 더 플라자 호텔 ,서비스업,3.1,2977
2310,송영철공작소 ,미디어/디자인,3.1,3062
2311,신한자산운용 ,은행/금융업,3.1,4837
2312,아이보스 ,미디어/디자인,3.1,3082
2313,아이크래프트 ,IT/웹/통신,3.1,3993
2314,에이티아이 ,제조/화학,3.1,3912
2315,에코플라스틱 ,제조/화학,3.1,5231
2316,엔에스쇼핑 ,유통/무역/운송,3.1,4404
2317,오씨아이홀딩스 ,제조/화학,3.1,4940
2318,와이즈에프엔 ,IT/웹/통신,3.1,3148
2319,유코카캐리어스 ,유통/무역/운송,3.1,5260
2320,이랜드 ESI ,기관/협회,3.1,4226
2321,조인스에이치알 ,교육업,3.1,2765
2322,커머스플래닛 ,유통/무역/운송,3.1,4269
2323,플랜티어학원 ,교육업,3.1,3757
2324,한국보싸드 ,유통/무역/운송,3.1,3573
2325,한국스탠다드차타드은행 ,은행/금융업,3.1,4953
2326,한국축산데이터 ,IT/웹/통신,3.1,3893
2327,한화자산운용 ,은행/금융업,3.1,5523
2328,(유)하만커넥티드서비시즈인크 ,IT/웹/통신,3.1,5612
2329,네오젠소프트 ,IT/웹/통신,3.1,3275
